review,rating
Best crunchy non-chicken treat,5
Cats love em!,5
"Smells like fish. But my dog likes it.

So do my cats, though I wish they wouldn't eat it.",3
"Arrived promptly, work perfectly. Thank you!",5
"Our puppy, unfortunately, is not bothered by this.  It is certainly bitter, as we have gotten a taste of it - but nothing bothers our puppy when he wants to chew on something.",3
"This is inexpensive and presumably nutritious since it's Purina. I buy it to fee the feral cats in my neighborhood. One of them approached me persistently, meowing to be fed. When I fed her, she brought some friends.",5
"It seems a lot smaller than it should be, I guess the one I saw in the store was an extra large because this things is about the same size as my small floating dock.",3
Timer does not work and so far no one has learned to turn it on except me.,2
My cat really loves this; super entertaining.,5
It's a good idea but Premier (which usually makes fairly reliable products) really did not do a good job with this one. The sound made by the clicker was quiet and did not produce a crisp sound. The sound seemed to get quieter over time and then just died out - probably all before 100 clicks. I even tried to fix it by taking it apart and bending the metal piece but no such luck. Very disappointed.,1
"My puppy likes these for a minute or two, but likes them a lot more when I stick them in the freezer for a while. I think the cold feels good since she's teething :)",5
Great size bowls for my 90 lbs American Pit bull Terrier. I love that he doesn't have to strain his neck to get to his water or food. He seems to enjoy it too. The only con is that it makes a huge mess. Still looking for a bog enough mat to place underneath and help with that- but the bowls and stand itself it FANTASTIC!,5
"As other reviewers have said, these smell awful and made both of my dogs sick. 65 lb labradoodle and 25 lb shichon bothers vomited a ton after I gave them these. Wouldnt buy again.",1
It was great for about an hour with my power chewer. I have a 8 month old lab male lab. He had the fabric ripped within about 20 minutes and the entire thing destroyed within an hour. He had a great time in that hour though.,3
Good,4
Best poop bags I have ever purchased. I will never buy another kind.,5
Been giving my dogs these for 20 years and they never had skin problems and I think these help with insects also.  Would highly recommend!,5
My Shepherd loves this bed!!,5
"VERY DANGEROUS FILTER, I have 2 of these and each filter has caught the oranda goldfish tail and sucked them in, these were big fish . I came home to find them dead!!!! It took 2 years to grow these fish, very sad,",1
"Our dog enjoys this brand and there are no crumbs or waste at the bottom like cheap brands.  We feed less than recommended as i think 'recommended"" on all brands is to get you to buy more frequently. She is healthy and happy.",5
"I really buy these toys more for the ball than the squeaker. Regular green tennis balls tend to get lost in my yard and mowed over. My dogs have mauled them enough that they don't squeak anymore but they still work great as a ball. My three dogs are all a bit over 60 pounds, so smaller dogs would probably not destroy them as easily",4
"I have a small 7lb chihuahua and shes usually xs. I ordered this because it looks super cute, and once i got it and tried it on my little one, it didn't fit. Bummer!!! So, i tried it on my yorkie which is 4-5lbs and it fits way better on her. So make sure uou read the sizes and measure your dog before ordering. The shipping and delivery was fast!",2
"The pet grooming kit came right away, nicely packaged and nothing damaged.  I immediately started using the pet kit on my little dog. Everything I needed was in the kit.  I like the fact that it comes in a carrying case, everything is organized in it's place and not all over.  I just use it! Zip the bag! Toss it in a drawer and ready for next time.",5
"Recommended by my Vet for our pet's allergies.  Not sure it helps but our schnauzer loves it.  Also, the smell (to a human) when opening and serving is much more appealing than other brands of dog food, which sometimes have an offensive odor.",5
"I did a lot of research and tried two other strollers before buying this one--it's a keeper!  It saved the day after my dog tore his ACL knee ligament, and during the healing period after surgery.  It's a very smooth ride and--easy to push the stroller and hold the leash so your dog can walk a little then, you can load him into the stroller to extend his time outdoors beyond his physical limitation.  The no-zip feature is fantastic though we didn't close the top very often as Murphy likes the wind in his ears :-)  It's large and was a bit of a challenge lifting it into the back of my SUV but I got better with practice and the stroller came in handy for Vet visits. It has two leash straps - meant for two small dogs but I used both straps on my 35 lb dog to keep him well secured (one on either side of his collar).  Expensive stroller but worth every penny.",5
Both my dogs tried it and don't like it.,3
This is a great little harness for smaller dogs.  I got the medium for my 14 pound Dachs-Min Pin X and it fits perfectly and so far it looks like good quality.,5
"It works, the material is ludicrously thin and flimsy.",3
"I have a Samoyed who's fur knots below his ears where he scratches and his collar will sometimes catch.  When my dog will sit still for me to work on them, this works great.  It was recommended by our groomer who uses it in her business.",5
I have never understood how and why you would need to buy a new poop bag dispenser but they are all made out of cheap plastic and they break off the leash or the lid cracks and can no longer screw back on - i love that someone came up with one that snaps on!!!!! and you change the bags with a velcro closure...I hope this one lasts longer than the plastic ones! It works just as any plastic bag dispenser and it is light weight on the leash. I recommend it!,4
"Very healthy for my Maine Coon; her fur is so soft now! But, she isn't crazy about the taste. She eats less of it than her previous food Taste of the Wild, but her tummy didn't handle Taste of the Wild very well. This is much gentler on her tummy.",4
"Our yellow lab needed a new bowl for outside...he is older, so the height is perfect.",5
"runs large will have to fold up white cuff legs and sew them in place, 8lb Chorkie",4
"My cat loves this toy - there are plenty of feather and strips of metallic ribbon in a nice plump tail. However, the wand itself is so thin that it has bent just from holding it. This would be a really lovely toy if the handle was more substantial, but, as it is, I don't expect it to last much longer before it breaks.",3
"This helps my border collie entertained. BUT my pit (my delicate flower) is so scared of it due to the back swing after she let go, will not go anywhere near it. So if your dog is playful but shy... I really don't recommend it.",4
"After reading other reviews I was concerned.  But the quality is pretty good, set up is cake and it works.  I used it in a 2012 explorer.  I have two medium sized dogs, the are not overly aggressive and are intimidated by the gate so they don't charge it.  If your dog breaks out of the crate or fenced in yard..this is not for you as a big dog will knock it down eventually with some forces.  But for most dogs, this is great.",4
I bought the XS for my 10lb kitten and it fits great. I use it as a back up when I let my cat out so he has an extra set of tags and GPS tracker on him in case he loses his collar. Doesn't seem to bother his to wear it and he is used to having it put on. I find the easiest way to get it on is to lie it flat on the ground and put his front paws on the holes and then quickly pull it up. I think the XS will still be ok as he grows bigger.,5
"Already used it on my Labradors teeth. Looks just like the picture. They work great. I have a bigger scraper,too big to work good. This scraper is small and easier to do the dogs teeth and get in the tight areas. I scrape both dogs teeth every month and brush my dogs teeth 2 times sometimes 3 times a week. When brushing my teeth my dogs sit next to me looking like I am next. They like the taste of the poultry/ peanut tasting (dog) toothpaste. Do not use human toothpaste on your dogs,it will make them sick. Also do not give dogs peanut butter. Peanuts ok,not peanut butter. Google it.",5
"This dog food has a strange, bad odor to it. My dogs won't eat it. Other dogs must like it becuase Merrick is a very successful company, but I won't be buying this again.",1
"I have 2 adult cats who both love these treats. One of my cats will not touch any treats, except for these! He goes crazy for them and runs to me when he sees me reaching for the canister. I've tried offering him a variety of other treats from other brands to no avail. I've even offered him other Friskies flavors and he turns his nose to those also. These are the only treats for him!",5
"This water dispenser is small, even for my two Chihuahuas. But, it does not leak or have any defects. I just recommend that you only get this if you have a small dog. It is not big enough for a dog over 15 pounds.",4
Great heater and can be put horizontally or vertically inside the tank to have in the best position to stay out of the way of whatever you have taking up space in your aquarium.  Mine hangs in the back of my small aquarium vertically and horizontally a week before adding water when it starts getting low.,5
They seem to like the taste of this and I hope that when my rabbit food comes that he likes it too.  I have picky critters so this is great.,4
"I have a 110 pound, 9 month old female Newfoundland who has about 20 pounds or so to go until she's fully mature. She rides in my SUV to day care, the vet, the groomer and many other places. I needed something like this to save my back and her developing joints.

This ramp is perfection. It is very light (I can lift it with one hand), folds in half, supports the weight of my girl without any evident undue strain and the rough surface offers some increased grip. It does get scratched up, but who cares? It's a ramp for crying out loud, not a dining table (this was a complaint of some preceding reviewers. I kid you not.). One bonus is that it does clean up nicely. All you need is a hose and some sort of brush and almost anything will come off of it, (think hardened drool and mud) even on the rough walking surface.

The cargo area of my SUV is quite high off of the ground so it's a bit steep when propped. She'll be fine in her youth with this ramp, but when she starts getting up there in years I may have to find a different method of loading her as she will be so massive as an adult and Newfs frequently have orthopedic issues, especially as they age. If you have an aging Newfie or Saint Bernard coupled with an SUV, I would recommend finding another ramp or purchasing this along with a van with a lower point of entry :)

Although a telescoping ramp may be more space efficient, I would still highly recommend this to anyone with a giant or large breed dog or a smaller, arthritic dog.",5
Great product for the money.,5
My three furry friends love these treats and know exactly where I keep the container.  This is an outstanding value for the price.,5
We took in 5 kittens just before it started getting cold in Minnesota.  The kitties love it and snuggle up all together after being put in the house for just the first time.,5
"I have been using Zukes for my Shihkingnese Dary for about a year.  She was having difficult with her rear hind quarter.

She would often skip on her rear right leg.  I saw this product at a local pet boutique, and I decided to give it a try.

After about a month of use, I noticed that Darby was no longer skipping.  However, when I was not consistant with its use she began to skip again.

She likes the flavor and considers it a treat.  When I forget, she immediately reminds me that her treat is in the bed side table.  When I used the product regularly, Darby did not skip.

This package is much larger than the one I purchased in the boutique.  It is also much more cost effective.

I ordered this particular order for my Dad's 12 year old pit, Angel, because he was worried about her mobility issues.

I thought if it worked for Darby, surely it would also work for Angel.",5
"My dog loves him! We didn't even realize it was a squeaky toy, but it doesn't matter cause the squeaker barely works anyway so I'm just gonna pretend it's not. It's held up really well during tug of war so far! Excited to see how long it'll last. Thanks.",5
"we started noticing some damage to our laminate pergo flooring in the kitchen under the dog bowls, so i ordered this mat to contain the water drips. does its job and is a good size for my westie and her small-ish bowls. the slight lip around the edge contains the little bit of water that normally seeps. works great for us!",5
"Love this doggie deodorant. It works really well. I don't use it on her every day, but I will spray her down when I know company is on the way over. She's not a stinky dog, but she's a dog, and sometimes they smell like dogs, especially to people who don't have one of their own. This smells great and isn't overly strong, doesn't linger too long either. Sprayer sprays in a great mist.",5
My dog LOVES this food.  She is such a picky eater & will practical inhale these dinner patties.,5
"well,  I don't love it,  but my puppy surely does.  We have bought lots of chew toys to no avail  - he still prefers shoes and Tupperware.  However this one is different, he actually takes it out of his toy bowl and plays with it all by himself,  and if we offer it to him, he takes it happily.  I don't know why this bone is different from all the others,  but this one is definitely a favorite.  He's been gnawing on it for maybe 3 weeks now and it's still in good shape - so he likes it and it has some longevity.  I call that a win!",5
Both my cats love these and I was glad to get them in such a large amount.,5
We used this for our cat on a trip. It works great for us. I used it one night during a storm my cat was upset. He calmed right down. On the trip i.sprayed once inside his pet crate/taxi and it helped tremendously. I didn't want to sedate him so I tried this. It's a very good alternative to sedation for traveling with your cat.,5
"This is a great product. I can keep doors open for my cat while keeping out my dogs. The first one held up so well I bought another, and will probably buy more.

Very simply installed and subtle on the door.",5
"My dogs in Mexico love them. I bring a few bags of them down for their ""Treat Time"".",5
"I'm very satisfied with my purchase. Its such a pain for me to have to buy a bulky pump and than a separate bubbler but this thing is all combined into one! I love the overall look it has and how it sticks to the tank as well. The bubbles are smaller compared to other pumps I have had in the past but it gets the job done. Now for the sound, pretty quiet but as I expected no completely silent.
 I would definitely purchase this product again.",5
love these collars,5
Great product with speedy delivery,5
Really surprised how awesome this product is. Works perfectly. I have 6 dogs. Now staying off my couch. Love how easy it works. And high pitch sound is way better then shocked. Highly recommend.,5
"Does not work as advertised.  I started with two new filters, vacuumed the tank two times, cleaned the filters every day, added the solution every day and it took two weeks to clear up.  Don't be fooled by the name on the company with US in the name as it comes from France and takes several weeks to get.  I do not recommend this product.",3
Dog loves them,5
"Changing the attachments is really hard, I managed to do it once, but haven't been able to do it again.

Worse, however, is that the metal scraper seems as if the middle is higher than the edges. I don't see how that can be the case, but the middle of the scraper doesn't scrap off algae. At first when all the algae is fairly high, given I hadn't scraped in awhile, it scraped off a lot of algae. But, it left huge patches of thin green algae and try as hard as I can, I can't get this to scrap it off unless it use the point at either end.

I've ordered a different scraper. I'm not going to try to return this one because I didn't test it to see if light comes through at the middle... Though, I think it would.",2
All four of our dogs love playing with these! Really good product at good price.,5
"I've been giving these to my 2 cats for about a year and they would gobble them up like they were treats.  I'm afraid my long hair cat will have hair ball problems like my previous cat so want to nip that in the bud.  So I would give them 2 about every other day.  I received a new bottle today and strangely both cats sniffed, licked and walked away!  Previously they have never refused these so I don't know what gives.  Change in formula?  I'd take a look at it before I'd order another bottle. Disappointed.",2
"It really glows bright and has a nice bounce, we only use it outdoors and I won't let him play with it inside the house. He has so many other balls to entertain himself with once we inside and I don't want him to tear this one up yet.",5
My little dog loved this toy but ripped off the arms and tore the whole thing up within two days.,3
"Well, I bought this for my cat who always throws up exactly as soon as we get off of the highway on our 3 hour trip from college to home. This didn't help with the throwing up but she did seem calmer.",4
I hate collars on a dog. The halter is comfortable and does not pull from a lead.  We go in the river and it quickly dries so she is not uncomfortable.  Maxx gives it a big paws up.  She will go get her halter and demand to go for a walk.  How easy can it be ?,5
Thank you,5
Our cat loves this food. However he has not lost any weight.,5
"Prior to buying 2 of these bowls I used large plastic bowls which eventually got brittle in the sun and broke apart. These bowls are well made, an excellent size for any size dog, and will last for a long time. They are easy to clean and very attractive.",5
My yorkie has lots of fun. Enough said.,5
Only had it for 5 months and the lights are already going out. I ordered the pink collar and it was great but it doesn't hold a charge very well and now only two bulbs are flickering.,2
"I bought the replacements filters when I bought the fountain, so I keep them until needed. This is a good filter, the water in the fountain is clean for a few days, even if I have six cats drinking from it.",5
"I am a loyal customer and have these on automatic shipment. They are fun, healthy and the dogs gobble them up, leaving no crumbs!",5
Dogs loved it,5
My dog loves Lambchop so much that I had to order another one.,5
Cats Love it. it saved my couch,5
Toby our Dog is happy,5
Cats love it!  They always appreciate something different than dry food and even prefer this over other wet brands.,5
works great,5
"Any food from The Honest Kitchen is premium, in my opinion.  I encourage anyone who cares about their dog to check into the various Honest Kitchen offerings to find the one they think their pooch will like the best.  Mine likes every one he has been offered.",5
meets expecations,4
great,4
"Repeat buy, very satisfied",5
ALL my cats like this food...and I normally can't say that! No menadione bisulfite complex (also known as synthetic Vitamin K) in this formula either.,5
"My 2 cats love this stuff, they go cray-cray over can food.",5
"The quality of the construction is good, but I returned it because of one flaw: the non-slip surface. It is basically just sandpaper glued onto the deck. One slip and your dog will have bloody feet. At least they could have put down a strip of something softer, like rubber, or even outdoor carpeting. But sandpaper? Ouch waiting to happen. And my dog did NOT like walking on that surface at all.",3
nice,3
This is a little heavy for a little dog..our furbaby tries to bring it back when we toss it but has a hard time..plus she doesn't like the taste of the rubber..she will chew the nose..if you kept the rubber ball out of the midsection would have been a ten..my mistake i didn't read that there was a rubber ball in the mid section..,3
My large breed dog loves this brand (Starmark) toys!  He has not been able to chew through the toys thus far which is very important and he loves the treats.  This toy keeps him busy for days at a time.,5
This harness fits well and is easy to put on the dog. What it doesn't have is a swivel where you connect the leash. When the dog steps over the leash the harness is unforgiving and creates stess on the dogs under arms. I have gone back to a basic cinch choker as it allows the dog more freedom.,3
Fish love it,5
"This is the only Blue Buffalo food I feed my kitten.  Mainly because its the only one in their line without caregeenan. Their chicken and Salmon also doesn't include it but I only feed that one a few times a month because of the fish.
I'm disappointed they've added caregeenan to the rest of their line.  My kitty loves this one though.",5
"Both of my dogs had severe diarrhea within a few days of starting Glandex.  Nothing else in their diet was different or could have caused that.  Stopped the Glandex and they are back to normal, though 1 is still scooting.....  Think they are better off with canned pumpkin.",2
Ok light for the price,3
"I sent my diabetic cat into remission with this product. When my cat turned up diabetic, I started doing some research. Turns out dry food is WAY too high in carbs for cats. My vet put my cat on insulin shots twice a day.  I knew there had to be a way to control the diabetes with diet and I was right. Low carb wet cat food!! And it turns out the best wet food for diabetic cats are the grocery store brands, yep Fancy Feast Pate'. I use this feeder to make sure my cat never goes too long without eating.  The ice packs ensure that the food stayed relatively fresh. I set one timer for 4 hours and the other for 8 hours.  Now I can go to the gym after work and not worry about my kitty's blood sugar going too low.  Within ONE
month of switching to wet cat food feedings, he was off insulin and in remission!",5
"This life jacket, while absolutely adorable, does not provide additional buoyancy for our pomeranian. We bought the jacket because he is having knee surgery on BOTH back legs and we wanted to facilitate his recovery with some aqua therapy (once his stitches are removed). Prior to the surgery, we alternated having him swim with and without the jacket on. He rides just as low in the water and has to work just as hard to stay afloat with and without the jacket. I may alter it using pieces of swim noodle on the sides, as I want the dog to be able to basically float, kicking only to propel himself, not keep himself above water. Additionally, the velcro on the straps tangles HORRIBLY in his hair. He is a pom and has lots of it, but he has a teddy bear haircut and his hair is only about one inch long. I'm giving two stars because it seems to be well made and is super cute, but as a life jacket, it falls short for me.",2
"It is constructed well.  A GREAT idea, and I bought this for my cats for outside in the winter, as they have pet doors and love to be outside. BUT, other cats have been using it, and spraying in it, and I had to disinfect it and bring it inside.  It's probably great for a porch or such, or yes, feral cats, but will not work for the reason I bought it.",3
Fast delivery....thank you!  5-Stars,5
"I have tries numerous other dental treats for small dogs and cats and this is by far the best.  At first,  they were not interested because they had never had rawhide before. I squeezed a strip of their enzymatic toothpaste (which they love)  down the length of the chew and they immediately ate it! While harder than greenies (for petite dogs)  and dentastix (also for petite dogs) ,  which they demolish too easily,  they are still chewable enough for them to consume in a few minutes.  They are made of small pieces of rawhide that are pressed together.  I give each cat half of one,  and I am able to break them in half with my hands. I give it to them every other day,  and I have noticed dramatic results in the last 2-3 weeks. If you can get your pet to eat these,  their teeth and gums will thank you!",5
My dog loves this toy. He brings the squirrels everywhere and gets the log stuck on his head all the time. We have alot of dog toys and this is one of the only ones that I haven't had to sew back together with 80lb braid fishing line. It's been about 6 months now and it still looks as new as the day we got it and all the squeakers still work. I would definitely buy this again and would recommend to anyone with a small dog.,5
We have over 200 fish and all of them love this food,5
One my my cats favorite,5
"Showed up, all good... but raspberry should be pinkish not green right? Also it does not second as a toy even if it is ""KONG"".",4
Love the treats for dogs and cats. Sometimes if shipped with other items they break up and crumble and you end up with chicken dust.,4
"So far so good - not destroyed!!!!! Ours didn't look like this picture, it was orange with stars but it is still kicking. fingers crossed.",4
Dog loves 'em!,5
Good product but my dog didn't really like it.,3
"A friend gave us a box of the two flavor sandwich cookies for our dogs as a hostess gift on game night. We are those people - we much prefer a gift for the hounds to a bottle of wine or flowers.

All five of our dogs like these n both flavors and the senior dogs don't seem to have trouble chewing them. The vanilla cookies smell like human cookies to me. I break one in half to split between two dogs and that is plenty. My only concern is the use of soybean oil in these. We have two dogs with soy allergies so they can't eat these or we risk itchy skin.",4
House broke 10 puppies by age 8 weeks. They all went home to their new families house broken.  Love it!,5
"I love my drinkwell, that being said - I have struggled to find a filter that lasts as long as the one ones did years back.  I take great care to clean my filters but this company has changed something, as my filters get slimey in a couple of days.",3
Perfect lot's of play time with my sweet Moe :),5
excellent,5
So many people have recommended this to me - if you have a dog that requires frequent grooming (we have a Goldendoodle) this is immensely helpful for brushing out after a bath. FYI best to use this while the dog is still in a bathtub because it can make your floor surfaces quite slippery.,5
Goes it is a good product. Tested it on myself and gives you a healthy jolt on hte 4th stage of detection. Don't think I will use it on my dog.,3
"The packaging was fine but, the product itself is useless. I have 3 dogs ranging in size from 50 lbs. to 95 lbs. I planned to use this to aid my dogs entering my Ford Edge ground to top of entry is 30"". The ramp angle is far too steep and the ramp is too narrow for the dogs to feel safe to walk up. Additionally, it scratches my car paint where it rest above the bumper. The dogs will not use it, it damages my car paint, it is useless to me. Possibly ok for small dogs but, you could lift them into the car. why would you need it?",1
"I bought this to replace a non-breakaway nylon collar.  We had that because our cat has a sensor to get through the pet door and did not want him to get locked out.  Then I started to worry (not sure why now) that he might get caught on something.  Well, a couple of months after he had this elastic collar, we came downstairs to find him beating on the pet door with no collar.  I was heartbroken.  I scooped up, consoled him, and got his old collar and spare sensor ready for him.  I am not sure there is a solution to this problem, but this does not seem to be it.",3
"Cute, dog mom loved it, dog not so much.",4
Our boys loved it!,5
"I bought this reptile waterer for my hedgehog.  It works really well, doesn't spill, and she seems to like it.  Would recommend.",5
Thank goodness for this product!  We have been using this treatment on our cat for about 10 days now and already have positive results.  The skin is healing and hair is growing back.  I highly recommend this product!,5
This is the perfect addition to my grooming table. Works great to keep the dog standing when you need them too. Universal to all grooming tables. Very good product and fast shipping!,5
I always use Royal Canin puppy food for my pregnant females and to wean the pups.  The pups start on this so easily as opposed to other puppy food.,5
Just wish I could afford to use it more often. I can only buy it when it's on sale. All my dogs (5) love it. Wish there was an app to tell me when there's a discount or coupon.,5
My dogs love this and it is great for my pup that has an allergy. Plus it easily breaks up so that I can use for training.,5
"I'm assuming this ""noose"" is supposed to loosen when the dog doesn't pull against the leash and tighten when she does. This is the way a choker chain works if it's positioned correctly. We bought two of these leashes. One of our dogs is just happy to be out walking and has never strained against the leash so this leash works fine for her. Our other dog is like a sled dog. You don't even have to say ""mush"". This leash tightened around her neck and she started choking and coughing. We'd stop, I'd loosen it and we'd start again. Again, off she'd go and the noose tightened and she couldn't breathe. When I would tug on it she'd pause and the leash would go slack, but the ""noose"" would not release. I'd have to stop and release it with my hands so she could breathe. We've watched Caesar  M. on TV using his leash on ""sled dogs"" and of course it works like a charm. This leash does't work for our dog. I tried it with the chrome ring behind and in front of the leather ""stop"" and the noose tightened and and stayed tight both ways. It seems the nylon rope is too large in diameter or not heavy enough to easily slide back through the chrome ring when the leash goes slack. I wouldn't buy this product again and don't recommend anyone else do so either. Next time I walk with the dogs I'll try fastening the rope with a cable tie so the ""noose"" won't tighten and in such a way that it can be slipped over her head. That way I hope I can put pressure on her jaw and neck to keep her in check yet allow her relief when she stops straining.",2
the current favorite of my VERY PICKY cat!,5
"Great size, good value, dogs love them",5
"My husband and I bought this dog house for our stray cat...yes, a cat lol. As he came to us as a stray close to 6 years ago when we moved hinto our new home; as a stray he spends 99.5% of his time outside. I spoil him. He's all set up with food & water, a huge bed with a couple fleece throws and a cat house, which is rather small for his size- 18.9lbs. He used it when he HAD to in order to keep from getting soaked during a windy, rainy storm but he had absolutely no wiggle room. Winter is fast approaching and I needed to find a better way to keep him dry/warm. I liked into a patio bra (a covering for an awning) but it was way too expensive at over $3,000.
I looked around on Amazon and came across this dog house and two other. I compared the three...reviews, measurements, materials, etc. and decided on this one. It had the best reviews and lowest price; no brainer lol.

The dog house arrived quickly, five days after purchase. The box it comes in is very secure and thick for protection. The house itself is made out of strong interlocking plastic and is super easy to put together; took about five minutes. We learned the hard way to put it together outside first, if that's its final destination as the roof made it not fit through the door. It was an easy fix; we just took off the roof to get it out and easily snapped it back on once outside.
The only complaint I have was that it was supposed to come with sticker letters so you can place your pets name above the door but mine was missing the stickers...so I just used a Sharpie to write his name on it.

He got into it the same night (4 days ago) and he's used it every night since. Thank goodness because this was our last resort.

It can hold a dog up to 100lbs (and I was able to fit in it- Female, 5'6"", 112lbs) so for him, he has PLENTY of wiggle room.

So far, so good. I will update my review once we're into the winter and I can see how it holds up to the wind & rain.

UPDATE: 8/28/2017
Wanted to update on this a little..
My cat used it with no problems whatsoever- stayed together in all weather, no leaking when it rained (however, I did cover it with a tarp during the winter). He used it all winter long and during the not so hot summer nights. Sadly, my kitty passed away in March, so I passed the house on to my sister for her stray kitty friends, and they also love it.",5
My dogs love these!  They can't wait to get them everyday.,4
My parakeets love it,5
"<div id=""video-block-R1TQNM2SIW8NW1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1zgb2407ES.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81Oy5tJlaaS.png"" class=""video-slate-img-url"">&nbsp;very pretty tank.  IMO it looks a lot better in person.  Oval shape seems to be better for the residents as they can swim continuously without having to stop at the corner.  I had 3 blue eyed forktail rainbow in here for a while and they did great, but now just a couple of shrimp and snails.

Pros: sleek looking, unique shape seems to be better for fishies, maintenance is very simple and theres only 1 cord

Cons: The tank itself scratches easily, the only room for a heater is to stick it in the fiter, the connection to the ac adapter is at the base of the plug so it can get unplugged very easily.  Filter is kind of flimsy so It would be kind of long for the tank to get established from scratch. First Use water from a tank that's already established if you can.",4
Did not receive this but looks adorable,5
Our dogs LOVE this. We use it as a treat as opposed to a main diet staple and they go crazy as soon as a can comes out of the pantry.,5
"made of nice material, and large enough as a summertime water bowl for my golden.  Dishwasher safe.  Nice sheen.  Wish it was made in the US.  I would have payed more",4
Ok,5
"Very functional for tight places, and it comes with all the necessary parts.  Decent looking as well, not cheap looking.",5
"My furbabies love these snacks. We are regular customers. AS long as the prices don't go up, we will continue to buy these bully stix.",5
Wonderful for my 3 doggies. And easy open .  My pups love Pedigree products and I like the vitamins and minerals they get.,5
"These were not cracked or crumbled. The hangers were well placed. These are small for finches or parakeets - a bigger bird would shred it in a few days.
These cuttle bones were in a blister pack on cardboard, and were shipped in a box with tight air cushions, which helped them arrive in one piece. They were NOT fishy smelling, and were clean (not old overstock) and seemed to be new. These are worth the purchase.",5
Best thing I have found for my cat. My 2 older cats love it and my kitten spends all day on it or in it.,5
"I have these for home and the office.  They are graduated shock so after the 1st bark he stops and now all I have to do is put it on him.  These are more affordable than any other brand, and more affordable on Amazon than Petsmart, where I bought my 1st one, and the work better than any I've tried.",5
"This ""doggie bag"" is great! It's very stylish, and my 5lb Pomeranian fits very well with room to lay down. The price is very reasonable for this bag. I highly recommend!",5
"When you find a product that actually works great you share with all your family and friends,well this is it,if you have fur babies,this will take care of those messes and stains,gets rid of residues,odor, and safe on every surface I have used it on,and at mg house it is from hard wood floors,carpet,fabrics,so try this product,it really does work,and is very affordable.",5
"sadly, too big for my pup. he is an 8 lb poodle mix and in between sizes.",4
"My dog loved to play with this toy when I put his raw hide chew toys inside. Unfortunately, when he could not get them out, he proceeded to tear it apart after three days. Love the toy but not the durability for an aggressive chewer.",3
"For me, they are disgusting. But for our dog, they are the greatest thing on the planet. She loves these and thinks she has hit the jackpot when she is allowed to stick her nose in the bag and get one!  (I can't even touch them!)..  But she IS a dog after all, so I will bite the bullet and keep getting them for her!",5
"Once our child began to crawl, we needed a wider gate for the stairs.  Most of the baby gates that I looked at were too short.  Found this gate after a suggestion from a friend and bought two of them, one for top and bottom of stairs.  Works great.  I installed the plastic cups with screws to give it extra support and to keep it in place.  We check the tension screws daily and they have not moved since installation.  The small door is nice to have since we have a cat that stays indoors, keeps baby from going up or down stairs and lets the cat roam the house.  The swing gate is also easy to use and better than having to take down the gate each time to go by.",5
"These bonito flakes are labelled as larger flakes for dogs.  However I have found my cats enjoy these better than the smaller ones 'meant' for them.  The smaller flakes, by the bottom of the bag, are crushed/pulverized.  My cats refuse to even try to eat those.  These larger flakes start out bigger...but manageable even for my smallest cats.  And, by the end of the bag, the flakes are still large enough to interest my cats.

The product itself, the bonito flakes from CatManDoo, is already a quality one my animals love. This larger size makes them extra-appealing for my critters!",5
I work in a grooming salon and I love these clippers. I have both the small and large. I took the little protector piece off both. It got in the way and is not an accurate way to judge where the quick is. They are sharp and comfortable to hold. I highly recommend them.,5
"Safari makes better grooming tools IMHO.  This works the best of several tools I have for knots.  These folks a trying to make better products and succeeding.

Happy Trails",5
"I love this product! I have been using it for my dogs for quite a few years & I can tell you that it really works for their teeth despite I only give it to them once a day, in the mornings. They barely have tartar on their teeth. But I also give them dental treats as soon as they are done eating, so I am sure that it is helping them even more.",5
dogs love them,5
Great cat toy- being used often,5
perfect,5
"My English Mastiff loves this bone! She especially loves when I put the gnawhides in it and it keeps her busy for a long time! I took off one star because the end starts to unscrew while she's chewing it. I always supervise her anyways when she's chewing a bone/toy, etc. but this one I have to constantly watch her to make sure she's not unscrewing the end. She did that to another Busy Buddy Bone and started chewing the end part and ruined it. I was not able to get the end back on of the other bone after she started chewing the end. It had only lasted two months. Other than that, I am happy with this purchase.",4
Great comb for my yorkie's long hair. It gets the snarls and matting out easily.,5
Great but I wish they would make extra long waist strings so they can tie in the front.,4
Works as expected. I am happy with it.,5
Was very disappointed in this leash too light and flimsy,3
Works very well for my pets.,5
"My cat is picky. He'll eat these, but they're not his favorite.",4
"My dogs are Pugs, Yorkie, Shi-Tzu and poodle and it works great, I have back issues so now they just walk right up.  The cover is washable and goes back on with ease.  I think you will be happy with this purchase.",5
Maggie my springer loves this bed - cozy,5
great price and product,5
Got this for my mom as a gift the motor constantly got stuck on her and woke her repeatedly throughout the night (since that's usually when our furry friends like to wake up and cause havoc). Eventually she just turned it off and just uses it as a regular litter box now.,2
great product... was able to scrub up dried catfood from a house that we were renovating once.  the bathroom was filthy and this really helped to get into cracks and corners and smelled very clean during the process.,5
I would consider asking for my money back but the cost wasn't worth going to the trouble. I do have more squeckers and may try to unstitch them and put in a new squecker but...,1
