id,purpose,annual_inc,home_ownership,loan_amnt,outcome
id558,debt_consolidation,36000,RENT,10000,default
id559,debt_consolidation,65000,MORTGAGE,19750,default
id560,home_improvement,78000,MORTGAGE,9000,default
id561,credit_card,22000,RENT,4000,default
id562,debt_consolidation,67185,RENT,7200,default
id563,small_business,66000,MORTGAGE,11625,default
id564,debt_consolidation,46000,MORTGAGE,14675,default
id565,debt_consolidation,64500,MORTGAGE,6300,default
id566,debt_consolidation,70000,MORTGAGE,28800,default
id567,credit_card,30000,MORTGAGE,5125,default
id568,debt_consolidation,54500,MORTGAGE,16000,default
id569,debt_consolidation,36000,RENT,11000,default
id570,debt_consolidation,49000,RENT,10000,default
id571,debt_consolidation,59780,MORTGAGE,18600,default
id572,debt_consolidation,36144,RENT,15000,default
id573,home_improvement,57000,MORTGAGE,7500,default
id574,home_improvement,13164,OWN,6075,default
id575,debt_consolidation,60000,MORTGAGE,25000,default
id576,small_business,24000,RENT,5000,default
id577,debt_consolidation,50000,MORTGAGE,13000,default
id578,debt_consolidation,35000,RENT,9750,default
id579,debt_consolidation,50000,RENT,11000,default
id580,other,203000,RENT,25000,default
id581,debt_consolidation,63000,MORTGAGE,18000,default
id582,credit_card,99950,RENT,35000,default
id583,debt_consolidation,49000,RENT,16450,default
id584,other,45000,RENT,6000,default
id585,debt_consolidation,71000,RENT,18000,default
id586,other,60000,RENT,8125,default
id587,home_improvement,55000,MORTGAGE,11500,default
id588,car,63000,RENT,4500,default
id589,credit_card,85761,RENT,5000,default
id590,other,45000,OWN,3000,default
id591,small_business,72000,MORTGAGE,10000,default
id592,debt_consolidation,43000,RENT,18900,default
id593,debt_consolidation,36000,OWN,12500,default
id594,debt_consolidation,60000,RENT,15000,default
id595,credit_card,55000,MORTGAGE,7375,default
id596,moving,50000,RENT,3000,default
id597,wedding,50400,RENT,1800,default
id598,debt_consolidation,40000,MORTGAGE,12500,default
id599,credit_card,100000,MORTGAGE,30000,default
id600,debt_consolidation,80000,MORTGAGE,8000,default
id601,debt_consolidation,41000,MORTGAGE,22000,default
id602,small_business,160000,MORTGAGE,35000,default
id603,debt_consolidation,72000,RENT,25875,default
id604,debt_consolidation,26000,RENT,8875,default
id605,debt_consolidation,108000,MORTGAGE,5000,default
id606,home_improvement,24000,RENT,4750,default
id607,major_purchase,33996,RENT,8000,default
id608,debt_consolidation,68000,MORTGAGE,18125,default
id609,debt_consolidation,67000,RENT,14400,default
id610,other,70000,RENT,12000,default
id611,house,29000,RENT,2500,default
id612,debt_consolidation,90300,MORTGAGE,15000,default
id613,small_business,48000,OWN,8000,default
id614,small_business,80000,RENT,31825,default
id615,small_business,26400,RENT,9000,default
id616,debt_consolidation,72000,RENT,10000,default
id617,debt_consolidation,48200,MORTGAGE,17500,default
id618,debt_consolidation,77000,RENT,15000,default
id619,debt_consolidation,75000,RENT,15000,default
id620,debt_consolidation,96000,RENT,35000,default
id621,other,42996,MORTGAGE,15000,default
id622,debt_consolidation,36680,MORTGAGE,8000,default
id623,debt_consolidation,110000,RENT,20000,default
id624,wedding,45000,OWN,2500,default
id625,major_purchase,48000,MORTGAGE,4000,default
id626,debt_consolidation,46000,RENT,18375,default
id627,credit_card,20800,RENT,4000,default
id628,other,80000,RENT,3600,default
id629,other,24000,RENT,6000,default
id630,debt_consolidation,55200,MORTGAGE,25975,default
id631,debt_consolidation,30000,RENT,4000,default
id632,other,50000,RENT,3000,default
id633,debt_consolidation,51654,MORTGAGE,18225,default
id634,debt_consolidation,33000,RENT,11100,default
id635,debt_consolidation,175000,MORTGAGE,13375,default
id636,other,12000,RENT,1025,default
id637,debt_consolidation,36297,MORTGAGE,7550,default
id638,credit_card,22000,OWN,6350,default
id639,debt_consolidation,150000,MORTGAGE,21000,default
id640,debt_consolidation,175000,RENT,15000,default
id641,debt_consolidation,95000,MORTGAGE,30000,default
id642,debt_consolidation,93081,MORTGAGE,20000,default
id643,house,32000,MORTGAGE,7500,default
id644,small_business,50000,MORTGAGE,15000,default
id645,credit_card,55000,MORTGAGE,14625,default
id646,debt_consolidation,35200,RENT,12175,default
id647,other,66000,MORTGAGE,20000,default
id648,debt_consolidation,125000,RENT,35000,default
id649,debt_consolidation,137000,RENT,21000,default
id650,debt_consolidation,73000,MORTGAGE,14000,default
id651,debt_consolidation,92274,MORTGAGE,35000,default
id652,home_improvement,42000,MORTGAGE,6825,default
id653,major_purchase,54096,RENT,1000,default
id654,other,51600,OWN,16250,default
id655,debt_consolidation,40000,RENT,8000,default
id656,other,43900,RENT,5000,default
id657,major_purchase,37000,RENT,11000,default
id658,small_business,60225,RENT,15000,default
id659,home_improvement,125000,MORTGAGE,20000,default
id660,other,40000,MORTGAGE,11100,default
id661,debt_consolidation,76198,MORTGAGE,33950,default
id662,credit_card,60000,MORTGAGE,9000,default
id663,home_improvement,22800,OWN,7200,default
id664,debt_consolidation,75000,MORTGAGE,12925,default
id665,debt_consolidation,125000,MORTGAGE,24000,default
id666,major_purchase,168844,RENT,10000,default
id667,debt_consolidation,70000,RENT,12000,default
id668,debt_consolidation,75000,RENT,17100,default
id669,debt_consolidation,49000,RENT,22000,default
id670,debt_consolidation,27000,RENT,8000,default
id671,other,48000,OWN,5000,default
id672,debt_consolidation,100000,MORTGAGE,28000,default
id673,house,52000,MORTGAGE,23950,default
id674,debt_consolidation,54000,MORTGAGE,15000,default
id675,small_business,36000,RENT,6000,default
id676,debt_consolidation,35000,MORTGAGE,11500,default
id677,debt_consolidation,59100,MORTGAGE,26375,default
id678,debt_consolidation,120000,MORTGAGE,12000,default
id679,major_purchase,145000,RENT,35000,default
id680,debt_consolidation,50000,MORTGAGE,1500,default
id681,credit_card,55000,RENT,8000,default
id682,debt_consolidation,71240,MORTGAGE,12000,default
id683,debt_consolidation,79000,MORTGAGE,20000,default
id684,debt_consolidation,65000,MORTGAGE,8000,default
id685,debt_consolidation,60000,MORTGAGE,12000,default
id686,home_improvement,30000,RENT,10000,default
id687,credit_card,60000,RENT,15000,default
id688,debt_consolidation,39000,RENT,15075,default
id689,debt_consolidation,130000,MORTGAGE,10000,default
id690,debt_consolidation,38000,OWN,19000,default
id691,home_improvement,68000,MORTGAGE,5250,default
id692,credit_card,75000,MORTGAGE,15000,default
id693,debt_consolidation,95000,MORTGAGE,15000,default
id694,debt_consolidation,72800,MORTGAGE,7750,default
id695,debt_consolidation,38000,MORTGAGE,14675,default
id696,debt_consolidation,56000,RENT,5000,default
id697,debt_consolidation,56000,MORTGAGE,15075,default
id698,credit_card,96000,MORTGAGE,20000,default
id699,other,43000,RENT,6000,default
id700,other,45000,RENT,16000,default
id701,debt_consolidation,94788,MORTGAGE,30000,default
id702,major_purchase,73200,MORTGAGE,4200,default
id703,debt_consolidation,103000,MORTGAGE,25000,default
id704,debt_consolidation,27000,MORTGAGE,6000,default
id705,debt_consolidation,58800,RENT,6000,default
id706,debt_consolidation,61000,MORTGAGE,20000,default
id707,credit_card,100000,MORTGAGE,17000,default
id708,debt_consolidation,75000,RENT,26400,default
id709,other,120000,MORTGAGE,13000,default
id710,other,65500,MORTGAGE,10000,default
id711,debt_consolidation,70000,RENT,15575,default
id712,credit_card,20052,OWN,8050,default
id713,debt_consolidation,65000,RENT,18000,default
id714,credit_card,51500,MORTGAGE,10800,default
id715,debt_consolidation,45953,RENT,4950,default
id716,debt_consolidation,100000,MORTGAGE,35000,default
id717,credit_card,35000,RENT,3000,default
id718,debt_consolidation,100000,RENT,24000,default
id719,debt_consolidation,45000,RENT,6000,default
id720,credit_card,25000,RENT,8725,default
id721,debt_consolidation,118000,RENT,35000,default
id722,medical,48000,RENT,6000,default
id723,debt_consolidation,95000,MORTGAGE,35000,default
id724,small_business,126000,MORTGAGE,26400,default
id725,credit_card,101000,MORTGAGE,24000,default
id726,debt_consolidation,48000,RENT,3600,default
id727,debt_consolidation,44400,RENT,7000,default
id728,debt_consolidation,50000,MORTGAGE,21850,default
id729,debt_consolidation,30000,RENT,10500,default
id730,debt_consolidation,100000,MORTGAGE,7750,default
id731,debt_consolidation,82000,MORTGAGE,12000,default
id732,debt_consolidation,53275,MORTGAGE,14400,default
id733,debt_consolidation,53000,MORTGAGE,7200,default
id734,debt_consolidation,41232,RENT,4750,default
id735,debt_consolidation,70000,RENT,15250,default
id736,debt_consolidation,32000,MORTGAGE,1600,default
id737,debt_consolidation,41000,RENT,6000,default
id738,wedding,57200,RENT,2100,default
id739,debt_consolidation,38000,RENT,12000,default
id740,other,11400,RENT,1500,default
id741,major_purchase,96200,RENT,33600,default
id742,debt_consolidation,70000,RENT,22000,default
id743,home_improvement,150000,MORTGAGE,16000,default
id744,other,63000,OWN,7700,default
id745,debt_consolidation,117000,MORTGAGE,30000,default
id746,medical,73000,RENT,10000,default
id747,debt_consolidation,50000,RENT,6000,default
id748,debt_consolidation,27000,RENT,3000,default
id749,debt_consolidation,90000,MORTGAGE,17600,default
id750,debt_consolidation,22000,OWN,6250,default
id751,debt_consolidation,80000,RENT,17625,default
id752,debt_consolidation,49000,RENT,7200,default
id753,small_business,43000,MORTGAGE,6250,default
id754,small_business,126000,RENT,5000,default
id755,home_improvement,44000,MORTGAGE,2500,default
id756,credit_card,170000,RENT,10000,default
id757,debt_consolidation,144000,MORTGAGE,17350,default
id758,credit_card,22267,OWN,8600,default
id759,credit_card,55000,RENT,11200,default
id760,moving,30000,RENT,8000,default
id761,debt_consolidation,87000,MORTGAGE,19000,default
id762,debt_consolidation,17000,OWN,5075,default
id763,debt_consolidation,60000,RENT,10000,default
id764,debt_consolidation,110000,MORTGAGE,26375,default
id765,debt_consolidation,100600,MORTGAGE,22000,default
id766,debt_consolidation,31000,OWN,6400,default
id767,debt_consolidation,125000,RENT,28000,default
id768,debt_consolidation,367000,MORTGAGE,25000,default
id769,credit_card,46011,RENT,20150,default
id770,debt_consolidation,110000,RENT,12000,default
id771,debt_consolidation,19500,RENT,2875,default
id772,credit_card,46072,MORTGAGE,6325,default
id773,debt_consolidation,14000,RENT,3000,default
id774,credit_card,31000,RENT,5600,default
id775,credit_card,43000,RENT,10000,default
id776,debt_consolidation,68000,MORTGAGE,12000,default
id777,credit_card,43653,RENT,10000,default
id778,house,19200,RENT,1200,default
id779,car,69996,MORTGAGE,12000,default
id780,debt_consolidation,33000,RENT,12000,default
id781,credit_card,75000,MORTGAGE,19000,default
id782,credit_card,40000,RENT,6500,default
id783,debt_consolidation,50000,OWN,13000,default
id784,debt_consolidation,114999,RENT,35000,default
id785,moving,27600,RENT,3500,default
id786,debt_consolidation,50000,RENT,21850,default
id787,credit_card,60000,MORTGAGE,10000,default
id788,debt_consolidation,69000,RENT,3000,default
id789,home_improvement,95000,MORTGAGE,35000,default
id790,debt_consolidation,125000,MORTGAGE,28000,default
id791,debt_consolidation,75000,RENT,20000,default
id792,debt_consolidation,42000,RENT,8400,default
id793,credit_card,50250,MORTGAGE,17600,default
id794,debt_consolidation,26000,RENT,9000,default
id795,debt_consolidation,55000,RENT,10000,default
id796,debt_consolidation,70000,MORTGAGE,16800,default
id797,debt_consolidation,37500,RENT,9000,default
id798,debt_consolidation,34000,RENT,4000,default
id799,debt_consolidation,87000,MORTGAGE,32000,default
id800,credit_card,50000,MORTGAGE,10000,default
id801,debt_consolidation,46104,MORTGAGE,17400,default
id802,debt_consolidation,63600,RENT,30000,default
id803,other,18000,RENT,3500,default
id804,debt_consolidation,24800,RENT,5000,default
id805,medical,55000,MORTGAGE,8000,default
id806,credit_card,80000,MORTGAGE,20000,default
id807,debt_consolidation,45000,MORTGAGE,14500,default
id808,home_improvement,24000,MORTGAGE,8325,default
id809,moving,65000,RENT,3000,default
id810,debt_consolidation,75000,MORTGAGE,25000,default
id811,debt_consolidation,53000,RENT,12000,default
id812,credit_card,50000,RENT,22250,default
id813,debt_consolidation,140000,RENT,30000,default
id814,debt_consolidation,65000,MORTGAGE,20000,default
id815,wedding,40000,RENT,11100,default
id816,small_business,73000,MORTGAGE,12000,default
id817,debt_consolidation,25000,OWN,4000,default
id818,major_purchase,74800,MORTGAGE,9000,default
id819,debt_consolidation,40000,MORTGAGE,16700,default
id820,debt_consolidation,97000,MORTGAGE,24250,default
id821,other,40000,RENT,5600,default
id822,home_improvement,79000,MORTGAGE,2000,default
id823,debt_consolidation,45000,RENT,10000,default
id824,other,45000,MORTGAGE,13000,default
id825,other,21600,RENT,6150,default
id826,debt_consolidation,75000,RENT,25000,default
id827,home_improvement,72000,RENT,10000,default
id828,home_improvement,52800,MORTGAGE,5000,default
id829,other,35000,MORTGAGE,6375,default
id830,debt_consolidation,55000,MORTGAGE,24575,default
id831,debt_consolidation,51000,RENT,21000,default
id832,wedding,75000,MORTGAGE,10000,default
id833,debt_consolidation,31500,MORTGAGE,10575,default
id834,debt_consolidation,130000,MORTGAGE,20000,default
id835,debt_consolidation,46000,MORTGAGE,8975,default
id836,debt_consolidation,61968,RENT,27175,default
id837,debt_consolidation,33900,MORTGAGE,5700,default
id838,debt_consolidation,39000,RENT,2500,default
id839,debt_consolidation,175000,MORTGAGE,28000,default
id840,credit_card,56000,OWN,18000,default
id841,debt_consolidation,48012,RENT,8325,default
id842,other,40040,RENT,5000,default
id843,other,40000,RENT,1800,default
id844,credit_card,250000,RENT,12000,default
id845,credit_card,42000,RENT,10000,default
id846,debt_consolidation,50000,RENT,8000,default
id847,debt_consolidation,50000,RENT,2400,default
id848,debt_consolidation,22000,RENT,3000,default
id849,debt_consolidation,126440,OWN,18725,default
id850,debt_consolidation,51866,MORTGAGE,17500,default
id851,debt_consolidation,46000,MORTGAGE,4000,default
id852,debt_consolidation,55000,RENT,7200,default
id853,debt_consolidation,61532,MORTGAGE,15000,default
id854,major_purchase,117120,RENT,35000,default
id855,debt_consolidation,120000,RENT,12000,default
id856,small_business,13000,RENT,9250,default
id857,debt_consolidation,44000,MORTGAGE,12000,default
id858,debt_consolidation,60000,OWN,18000,default
id859,debt_consolidation,70000,MORTGAGE,19125,default
id860,debt_consolidation,49837,OWN,21850,default
id861,debt_consolidation,100000,MORTGAGE,30000,default
id862,credit_card,37000,RENT,16425,default
id863,major_purchase,52164,MORTGAGE,5000,default
id864,other,50000,RENT,9750,default
id865,debt_consolidation,67842,RENT,16000,default
id866,debt_consolidation,19200,RENT,4000,default
id867,debt_consolidation,40000,MORTGAGE,10800,default
id868,debt_consolidation,40000,MORTGAGE,15500,default
id869,debt_consolidation,20000,RENT,5800,default
id870,other,85152,MORTGAGE,15850,default
id871,credit_card,80000,RENT,32000,default
id872,debt_consolidation,55000,RENT,4000,default
id873,credit_card,35000,MORTGAGE,8000,default
id874,debt_consolidation,28513,RENT,9450,default
id875,major_purchase,67000,RENT,25000,default
id876,debt_consolidation,24835,RENT,12300,default
id877,debt_consolidation,48000,MORTGAGE,10000,default
id878,debt_consolidation,42536,RENT,19000,default
id879,debt_consolidation,125000,MORTGAGE,30000,default
id880,debt_consolidation,47000,RENT,18000,default
id881,debt_consolidation,60000,MORTGAGE,25000,default
id882,debt_consolidation,85000,MORTGAGE,4000,default
id883,small_business,40000,RENT,10400,default
id884,debt_consolidation,21000,RENT,6000,default
id885,debt_consolidation,44000,RENT,11700,default
id886,debt_consolidation,56000,RENT,16000,default
id887,debt_consolidation,56000,RENT,10000,default
id888,credit_card,42240,RENT,19000,default
id889,credit_card,42000,MORTGAGE,12500,default
id890,debt_consolidation,60000,RENT,10000,default
id891,credit_card,50000,MORTGAGE,7000,default
id892,debt_consolidation,36500,RENT,12000,default
id893,debt_consolidation,141101,RENT,6400,default
id894,debt_consolidation,50000,RENT,2575,default
id895,debt_consolidation,50000,RENT,6000,default
id896,credit_card,220000,MORTGAGE,24000,default
id897,credit_card,70000,MORTGAGE,24000,default
id898,debt_consolidation,78000,MORTGAGE,12000,default
id899,credit_card,42000,RENT,12000,default
id900,credit_card,12000,MORTGAGE,3600,default
id901,credit_card,33600,RENT,10000,default
id902,vacation,30000,RENT,1800,default
id903,debt_consolidation,51996,RENT,13000,default
id904,debt_consolidation,117000,MORTGAGE,10500,default
id905,credit_card,35000,OWN,7125,default
id906,debt_consolidation,42000,MORTGAGE,14675,default
id907,debt_consolidation,140000,MORTGAGE,8000,default
id908,other,65000,MORTGAGE,2000,default
id909,credit_card,75000,RENT,12000,default
id910,car,20000,OWN,1800,default
id911,credit_card,30000,MORTGAGE,3600,default
id912,debt_consolidation,100000,RENT,19475,default
id913,debt_consolidation,90088,MORTGAGE,18600,default
id914,debt_consolidation,35000,RENT,4000,default
id915,debt_consolidation,74000,MORTGAGE,29100,default
id916,debt_consolidation,40000,RENT,17625,default
id917,home_improvement,123000,MORTGAGE,21000,default
id918,credit_card,40000,RENT,8800,default
id919,debt_consolidation,50500,MORTGAGE,22700,default
id920,other,29000,OTHER,2200,default
id921,debt_consolidation,33000,RENT,16000,default
id922,other,33000,RENT,1500,default
id923,debt_consolidation,60000,MORTGAGE,17500,default
id924,other,32640,RENT,2000,default
id925,debt_consolidation,51713,RENT,14000,default
id926,major_purchase,94000,MORTGAGE,35000,default
id927,credit_card,40000,MORTGAGE,15075,default
id928,debt_consolidation,80000,OWN,12000,default
id929,other,100000,MORTGAGE,15000,default
id930,debt_consolidation,52000,RENT,22000,default
id931,other,55000,RENT,16000,default
id932,home_improvement,51000,RENT,15000,default
id933,debt_consolidation,17000,RENT,4950,default
id934,credit_card,52000,RENT,20000,default
id935,debt_consolidation,35000,MORTGAGE,12175,default
id936,credit_card,93000,MORTGAGE,10000,default
id937,credit_card,69000,RENT,23750,default
id938,other,61200,RENT,4000,default
id939,home_improvement,41200,RENT,8000,default
id940,credit_card,50000,RENT,21475,default
id941,medical,60000,RENT,10000,default
id942,debt_consolidation,32000,RENT,15850,default
id943,debt_consolidation,40000,MORTGAGE,17500,default
id944,wedding,38400,RENT,8400,default
id945,credit_card,143000,MORTGAGE,20000,default
id946,home_improvement,35000,RENT,7350,default
id947,debt_consolidation,82000,MORTGAGE,25000,default
id948,debt_consolidation,30680,RENT,15000,default
id949,credit_card,66500,MORTGAGE,31500,default
id950,credit_card,60000,OWN,10000,default
id951,debt_consolidation,45000,RENT,3000,default
id952,other,42000,RENT,10000,default
id953,debt_consolidation,52000,MORTGAGE,8000,default
id954,medical,150000,MORTGAGE,16000,default
id955,debt_consolidation,83000,RENT,16000,default
id956,home_improvement,72000,MORTGAGE,10000,default
id957,debt_consolidation,55000,MORTGAGE,27050,default
id958,debt_consolidation,65129,MORTGAGE,16000,default
id959,debt_consolidation,45000,MORTGAGE,9000,default
id960,debt_consolidation,100000,MORTGAGE,17600,default
id961,debt_consolidation,28800,RENT,3000,default
id962,other,36000,RENT,1200,default
id963,debt_consolidation,225000,RENT,35000,default
id964,credit_card,50000,MORTGAGE,15000,default
id965,debt_consolidation,28000,MORTGAGE,9500,default
id966,credit_card,50000,RENT,4000,default
id967,debt_consolidation,115000,MORTGAGE,35000,default
id968,medical,96000,MORTGAGE,3500,default
id969,debt_consolidation,85200,MORTGAGE,9000,default
id970,debt_consolidation,55000,RENT,17625,default
id971,home_improvement,150000,OWN,12000,default
id972,major_purchase,20000,RENT,7000,default
id973,major_purchase,38000,RENT,10000,default
id974,debt_consolidation,73000,RENT,7550,default
id975,credit_card,83000,MORTGAGE,25925,default
id976,car,17000,OWN,4500,default
id977,debt_consolidation,44500,MORTGAGE,7500,default
id978,debt_consolidation,45000,RENT,8875,default
id979,debt_consolidation,30000,RENT,10050,default
id980,vacation,50000,RENT,16000,default
id981,debt_consolidation,68000,RENT,16000,default
id982,debt_consolidation,29000,OWN,9950,default
id983,debt_consolidation,115000,MORTGAGE,35000,default
id984,credit_card,54000,RENT,16800,default
id985,debt_consolidation,54000,RENT,9600,default
id986,major_purchase,56000,RENT,12600,default
id987,debt_consolidation,60000,MORTGAGE,7000,default
id988,debt_consolidation,36000,OWN,10000,default
id989,credit_card,60000,RENT,8000,default
id990,other,30000,MORTGAGE,10750,default
id991,debt_consolidation,58000,MORTGAGE,15850,default
id992,debt_consolidation,62000,MORTGAGE,15000,default
id993,debt_consolidation,30000,RENT,5000,default
id994,small_business,10400,OWN,4750,default
id995,debt_consolidation,48000,RENT,18825,default
id996,credit_card,79400,MORTGAGE,11700,default
id997,other,52879,MORTGAGE,7000,default
id998,credit_card,90000,RENT,7000,default
id999,credit_card,110000,RENT,19000,default
