VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-01-19 20:35:03,2017-01-19 20:46:25,1,5.4,1,N,229,88,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25
1,2017-01-08 05:46:14,2017-01-08 05:50:48,1,0.8,1,N,79,114,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2017-01-16 11:06:15,2017-01-16 11:08:47,1,0.9,1,N,162,107,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
1,2017-01-29 23:38:27,2017-01-29 23:47:57,2,2.2,1,N,68,144,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
2,2017-01-13 23:03:08,2017-01-13 23:28:57,1,12.43,1,N,138,87,1,35.5,0.5,0.5,7.36,0.0,0.3,44.16
2,2017-01-11 19:57:39,2017-01-11 20:10:48,1,2.46,1,N,244,235,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-14 18:48:00,2017-01-14 18:58:59,1,1.27,1,N,90,170,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2017-01-03 14:05:13,2017-01-03 14:13:32,1,0.6,1,N,140,237,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-19 19:58:19,2017-01-19 20:15:35,1,3.0,1,N,100,125,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8
1,2017-01-29 15:15:39,2017-01-29 15:16:53,1,0.0,5,N,50,50,2,0.01,0.0,0.0,0.0,0.0,0.3,0.31
2,2017-01-28 11:55:43,2017-01-28 12:04:22,2,1.9,1,N,238,48,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2017-01-27 15:02:08,2017-01-27 15:08:02,1,0.4,1,N,237,162,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2017-01-18 14:43:22,2017-01-18 14:57:16,4,1.95,1,N,239,75,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
2,2017-01-06 22:49:38,2017-01-06 23:13:51,1,3.25,1,N,163,68,1,17.0,0.5,0.5,1.0,0.0,0.3,19.3
2,2017-01-28 22:51:45,2017-01-28 23:22:21,1,5.1,1,N,148,143,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96
2,2017-01-16 09:05:09,2017-01-16 09:08:48,1,0.74,1,N,237,236,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-01-29 23:30:56,2017-01-29 23:37:04,3,1.58,1,N,68,90,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2017-01-28 20:47:33,2017-01-28 21:06:44,1,3.5,1,N,49,144,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8
2,2017-01-08 15:43:48,2017-01-08 15:52:08,1,1.13,1,N,186,163,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-01-08 20:56:06,2017-01-08 21:05:32,1,2.55,1,N,143,170,1,10.0,0.5,0.5,2.2,0.0,0.3,13.5
1,2017-01-11 07:32:19,2017-01-11 07:32:32,1,0.0,2,N,186,186,3,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2017-01-06 18:44:14,2017-01-06 18:48:46,1,0.5,1,N,114,79,1,5.0,1.0,0.5,3.0,0.0,0.3,9.8
1,2017-01-21 12:47:55,2017-01-21 12:56:51,1,1.3,1,N,144,113,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2017-01-06 21:37:16,2017-01-06 21:58:43,1,2.64,1,N,79,229,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
1,2017-01-30 07:46:56,2017-01-30 07:54:04,1,1.2,1,Y,100,161,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,2017-01-26 19:09:55,2017-01-26 19:15:34,1,1.3,1,N,237,236,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,2017-01-30 23:52:38,2017-01-31 00:01:18,1,2.56,1,N,79,162,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
1,2017-01-22 19:36:42,2017-01-22 20:07:30,1,16.1,1,N,132,255,1,44.5,0.0,0.5,9.05,0.0,0.3,54.35
1,2017-01-30 10:37:37,2017-01-30 10:53:43,1,2.3,1,N,164,125,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
1,2017-01-14 18:17:44,2017-01-14 18:24:44,3,0.6,1,N,232,232,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2017-01-27 17:16:13,2017-01-27 17:27:35,1,1.8,1,N,229,262,1,9.5,1.0,0.5,2.25,0.0,0.3,13.55
2,2017-01-22 20:28:04,2017-01-22 20:43:26,6,2.51,1,N,186,79,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
1,2017-01-31 12:56:00,2017-01-31 13:17:29,1,1.9,1,N,186,237,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75
1,2017-01-02 18:27:55,2017-01-02 18:33:10,1,0.9,1,N,263,140,1,5.5,1.0,0.5,1.8,0.0,0.3,9.1
1,2017-01-15 16:30:06,2017-01-15 16:40:12,1,1.1,1,N,246,170,1,8.0,0.0,0.5,1.3,0.0,0.3,10.1
1,2017-01-17 07:01:37,2017-01-17 07:07:58,1,1.0,1,N,264,229,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2017-01-30 17:01:45,2017-01-30 17:14:06,1,2.4,1,N,263,239,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8
2,2017-01-11 14:50:02,2017-01-11 14:58:40,4,0.78,1,N,161,163,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-01-18 14:50:19,2017-01-18 14:57:44,2,1.07,1,N,246,90,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2017-01-27 20:56:36,2017-01-27 21:12:10,2,3.1,1,N,107,263,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76
1,2017-01-21 10:15:43,2017-01-21 10:33:18,1,8.7,1,N,236,261,1,26.0,0.0,0.5,0.0,0.0,0.3,26.8
2,2017-01-17 23:36:40,2017-01-17 23:46:09,2,2.08,1,N,229,262,1,9.5,0.5,0.5,1.2,0.0,0.3,12.0
2,2017-01-19 00:14:39,2017-01-19 00:36:18,1,6.14,1,N,249,74,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16
2,2017-01-23 08:31:21,2017-01-23 08:50:37,1,5.48,1,N,88,161,1,19.0,0.0,0.5,4.95,0.0,0.3,24.75
2,2017-01-17 19:02:14,2017-01-17 19:11:33,1,0.92,1,N,68,161,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
2,2017-01-24 08:43:31,2017-01-24 09:13:42,4,6.9,1,N,239,87,1,25.0,0.0,0.5,5.0,0.0,0.3,30.8
2,2017-01-19 15:34:05,2017-01-19 15:45:20,5,0.94,1,N,234,186,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-27 17:59:13,2017-01-27 18:06:28,5,1.22,1,N,238,236,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
2,2017-01-27 16:45:46,2017-01-27 16:53:25,1,0.68,1,N,90,68,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96
1,2017-01-13 19:40:44,2017-01-13 19:58:21,1,2.0,1,N,234,233,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
2,2017-01-24 14:47:49,2017-01-24 14:52:28,1,0.53,1,N,163,237,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
1,2017-01-22 14:50:42,2017-01-22 15:15:25,2,4.2,1,N,186,87,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55
2,2017-01-30 07:49:21,2017-01-30 07:56:02,2,0.94,1,N,79,107,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
1,2017-01-09 15:44:30,2017-01-09 15:55:00,1,0.8,1,N,100,90,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
1,2017-01-09 17:48:00,2017-01-09 18:00:05,1,1.2,1,N,264,264,1,9.0,1.0,0.5,1.0,0.0,0.3,11.8
1,2017-01-21 04:05:41,2017-01-21 04:19:15,1,4.7,1,N,100,7,1,15.5,0.5,0.5,3.35,0.0,0.3,20.15
2,2017-01-12 23:54:29,2017-01-13 00:04:35,1,2.14,1,N,114,170,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2017-01-15 09:10:08,2017-01-15 09:20:43,1,2.9,1,N,143,170,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
1,2017-01-21 13:49:43,2017-01-21 14:05:59,1,4.6,1,N,263,234,1,16.5,0.0,0.5,2.0,0.0,0.3,19.3
1,2017-01-03 11:56:18,2017-01-03 12:04:26,1,1.4,1,N,236,238,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2017-01-16 17:27:30,2017-01-16 17:37:14,1,1.86,1,N,261,113,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2017-01-08 03:09:11,2017-01-08 03:11:56,2,0.4,1,N,230,163,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35
2,2017-01-09 18:00:03,2017-01-09 18:04:18,2,0.57,1,N,224,107,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
2,2017-01-29 11:44:54,2017-01-29 12:03:25,2,2.09,1,N,246,143,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
1,2017-01-11 08:55:55,2017-01-11 09:13:49,1,0.9,1,N,170,163,1,11.5,0.0,0.5,3.0,0.0,0.3,15.3
1,2017-01-04 22:21:48,2017-01-04 22:39:37,1,8.9,1,N,138,170,1,25.5,0.5,0.5,6.45,5.54,0.3,38.79
2,2017-01-18 08:31:36,2017-01-18 08:39:34,3,1.28,1,N,237,161,1,7.5,0.0,0.5,1.24,0.0,0.3,9.54
2,2017-01-23 23:15:35,2017-01-23 23:21:55,1,1.46,1,N,163,186,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38
2,2017-01-31 18:45:01,2017-01-31 18:51:09,1,0.83,1,N,230,142,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,2017-01-16 17:05:35,2017-01-16 17:09:29,1,1.42,1,N,186,234,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2017-01-25 19:16:29,2017-01-25 19:29:40,2,2.42,1,N,107,141,1,11.0,1.0,0.5,1.0,0.0,0.3,13.8
2,2017-01-10 23:35:28,2017-01-10 23:42:28,1,1.17,1,N,162,237,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2017-01-17 12:36:52,2017-01-17 12:50:44,1,1.17,1,N,162,162,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
1,2017-01-04 06:52:46,2017-01-04 06:59:46,2,1.2,1,N,186,162,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-01-03 18:14:40,2017-01-03 18:21:00,6,0.87,1,N,163,50,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8
2,2017-01-08 03:44:27,2017-01-08 04:03:21,3,7.11,1,N,79,223,1,22.0,0.5,0.5,5.82,0.0,0.3,29.12
2,2017-01-21 12:49:58,2017-01-21 12:58:23,3,1.44,1,N,236,238,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
2,2017-01-16 01:17:58,2017-01-16 01:21:43,2,0.54,1,N,116,42,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2017-01-02 10:27:44,2017-01-02 10:29:44,3,0.44,1,N,79,79,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
1,2017-01-02 19:46:06,2017-01-02 19:51:07,2,1.1,1,N,113,249,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
1,2017-01-02 22:22:43,2017-01-02 22:32:53,1,2.6,1,N,114,161,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2017-01-06 12:05:49,2017-01-06 12:16:22,2,0.87,1,N,90,164,1,8.0,0.0,0.5,1.32,0.0,0.3,10.12
2,2017-01-27 10:04:24,2017-01-27 10:20:45,1,1.94,1,N,164,50,1,11.5,0.0,0.5,3.0,0.0,0.3,15.3
2,2017-01-01 20:00:59,2017-01-01 20:14:48,2,2.01,1,N,107,68,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
2,2017-01-12 22:02:12,2017-01-12 22:11:01,2,1.82,1,N,230,90,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
2,2017-01-17 10:53:38,2017-01-17 11:08:24,1,1.55,1,N,143,237,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-27 23:35:41,2017-01-27 23:48:51,1,2.78,1,N,80,49,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
1,2017-01-08 15:27:54,2017-01-08 15:30:21,1,0.5,1,N,237,237,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2017-01-13 05:49:20,2017-01-13 06:20:38,1,16.0,1,N,132,255,1,44.0,0.0,0.5,8.95,0.0,0.3,53.75
1,2017-01-22 14:23:42,2017-01-22 14:41:01,1,7.0,1,N,138,41,2,22.0,0.0,0.5,0.0,5.54,0.3,28.34
1,2017-01-20 16:48:15,2017-01-20 16:53:59,1,1.0,1,N,264,264,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
1,2017-01-29 22:46:36,2017-01-29 22:50:36,1,1.6,1,N,48,246,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
1,2017-01-29 13:51:34,2017-01-29 13:55:39,1,0.4,1,N,238,238,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
1,2017-01-30 20:52:55,2017-01-30 21:10:46,1,3.2,1,N,186,263,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35
1,2017-01-10 06:40:21,2017-01-10 06:48:07,1,2.0,1,N,264,264,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-16 09:03:50,2017-01-16 09:09:25,1,1.17,1,N,137,224,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2017-01-28 16:58:21,2017-01-28 17:02:08,1,0.86,1,N,48,142,1,5.0,0.0,0.5,1.25,0.0,0.3,7.05
1,2017-01-13 07:25:54,2017-01-13 07:42:03,1,1.3,1,N,237,170,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15
2,2017-01-20 13:57:57,2017-01-20 14:03:50,1,0.99,1,N,234,164,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
1,2017-01-21 11:06:05,2017-01-21 11:11:06,1,1.2,1,N,236,237,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2017-01-19 13:16:26,2017-01-19 13:31:22,5,5.29,1,N,87,162,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96
2,2017-01-12 11:23:29,2017-01-12 11:30:16,1,0.31,1,N,48,100,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2017-01-14 19:26:35,2017-01-14 19:31:23,1,0.65,1,N,239,142,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2017-01-27 03:09:23,2017-01-27 03:20:02,1,2.8,1,N,264,264,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8
2,2017-01-01 07:23:13,2017-01-01 07:31:58,1,2.22,1,N,80,17,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2017-01-11 09:48:31,2017-01-11 09:53:58,1,0.68,1,N,163,162,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2017-01-17 17:55:22,2017-01-17 19:03:26,2,17.06,2,N,132,186,1,52.0,4.5,0.5,4.0,5.54,0.3,66.84
2,2017-01-19 21:39:07,2017-01-19 21:45:47,1,0.74,1,N,229,170,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
1,2017-01-29 00:49:54,2017-01-29 01:02:43,2,2.0,1,N,234,230,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2017-01-19 21:35:15,2017-01-19 22:01:54,6,4.39,1,N,114,49,1,19.5,0.5,0.5,4.16,0.0,0.3,24.96
2,2017-01-15 19:32:28,2017-01-15 19:45:09,2,2.74,1,N,142,75,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
1,2017-01-29 11:49:40,2017-01-29 12:03:44,2,2.9,1,N,262,142,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-21 23:07:19,2017-01-21 23:15:34,1,2.16,1,N,48,238,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2017-01-23 10:38:03,2017-01-23 10:49:18,1,1.4,1,N,186,113,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2,2017-01-17 12:14:37,2017-01-17 12:20:34,2,0.69,1,N,249,114,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3
2,2017-01-03 08:16:21,2017-01-03 08:24:56,5,1.19,1,N,186,230,1,7.0,0.0,0.5,2.34,0.0,0.3,10.14
2,2017-01-10 13:49:35,2017-01-10 14:26:00,1,12.14,1,N,138,231,1,37.0,0.0,0.5,7.56,0.0,0.3,45.36
1,2017-01-23 14:38:51,2017-01-23 14:43:37,1,1.4,1,N,75,74,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2017-01-06 21:35:19,2017-01-06 21:40:01,2,0.8,1,N,234,107,1,5.0,0.5,0.5,1.7,0.0,0.3,8.0
1,2017-01-08 08:18:15,2017-01-08 08:24:43,1,1.1,1,N,90,48,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,2017-01-12 17:56:14,2017-01-12 18:02:45,1,0.92,1,N,142,50,1,5.5,1.0,0.5,1.5,0.0,0.3,8.8
1,2017-01-22 20:47:50,2017-01-22 21:01:23,1,3.5,1,N,186,263,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85
2,2017-01-05 19:43:22,2017-01-05 19:52:02,1,1.16,1,N,249,186,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-25 08:25:34,2017-01-25 08:49:23,1,10.97,1,N,161,138,1,32.5,0.0,0.5,7.77,5.54,0.3,46.61
1,2017-01-07 16:04:51,2017-01-07 16:15:28,1,1.3,1,N,161,100,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
2,2017-01-12 06:56:19,2017-01-12 06:58:30,1,0.56,1,N,13,231,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2017-01-08 22:30:21,2017-01-08 22:41:05,2,2.7,1,N,211,230,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2017-01-31 10:08:26,2017-01-31 11:14:42,3,8.7,1,N,170,62,1,42.0,0.0,0.5,12.84,0.0,0.3,55.64
2,2017-01-09 08:11:23,2017-01-09 08:16:47,1,0.91,1,N,43,43,1,6.0,0.0,0.5,0.75,0.0,0.3,7.55
2,2017-01-04 21:07:40,2017-01-04 21:22:59,5,4.65,1,N,151,168,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76
2,2017-01-29 22:03:48,2017-01-29 22:23:18,1,4.62,1,N,148,198,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
2,2017-01-04 17:53:32,2017-01-04 18:13:26,5,3.05,1,N,162,113,1,14.5,1.0,0.5,3.26,0.0,0.3,19.56
2,2017-01-08 07:31:38,2017-01-08 07:36:25,1,0.91,1,N,163,143,1,5.5,0.0,0.5,3.0,0.0,0.3,9.3
2,2017-01-18 13:11:32,2017-01-18 13:16:20,1,0.13,1,N,140,141,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
1,2017-01-09 07:31:39,2017-01-09 07:43:35,1,1.8,1,N,116,247,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2017-01-26 10:34:44,2017-01-26 10:46:20,2,1.0,1,N,234,100,1,8.5,0.0,0.5,2.79,0.0,0.3,12.09
2,2017-01-13 01:03:38,2017-01-13 01:19:14,1,5.13,1,N,88,189,1,17.0,0.5,0.5,4.0,0.0,0.3,22.3
2,2017-01-14 20:39:41,2017-01-14 21:08:03,1,6.3,1,N,163,88,1,24.5,0.5,0.5,0.0,0.0,0.3,25.8
1,2017-01-05 18:39:04,2017-01-05 18:50:45,1,1.8,1,N,161,141,1,9.5,1.0,0.5,2.25,0.0,0.3,13.55
2,2017-01-31 09:33:43,2017-01-31 09:43:55,2,1.0,1,N,141,161,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2017-01-06 08:25:52,2017-01-06 08:28:34,1,0.5,1,N,170,170,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2017-01-14 09:15:17,2017-01-14 09:18:54,1,0.6,1,N,262,263,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
2,2017-01-17 07:30:01,2017-01-17 07:35:15,2,0.89,1,N,237,162,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-22 13:31:46,2017-01-22 13:58:48,1,6.0,1,N,42,186,1,22.0,0.0,0.5,4.55,0.0,0.3,27.35
2,2017-01-15 01:38:50,2017-01-15 01:55:22,2,4.89,1,N,144,263,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8
2,2017-01-25 08:50:20,2017-01-25 09:10:23,3,2.9,1,N,4,186,1,14.5,0.0,0.5,1.7,0.0,0.3,17.0
2,2017-01-03 22:33:27,2017-01-03 22:35:36,2,0.78,1,N,79,113,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2017-01-19 16:56:28,2017-01-19 17:11:07,1,2.2,1,N,43,237,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8
1,2017-01-08 10:33:04,2017-01-08 10:39:27,1,0.8,1,N,239,238,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2017-01-19 20:31:58,2017-01-19 20:36:43,1,0.89,1,N,50,143,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
1,2017-01-09 13:56:45,2017-01-09 13:58:53,1,0.4,1,N,264,264,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2017-01-01 19:43:11,2017-01-01 19:53:08,1,0.87,1,N,100,246,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2017-01-04 08:48:07,2017-01-04 08:53:58,1,1.07,1,N,142,163,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2017-01-07 23:52:44,2017-01-08 00:08:14,1,2.6,1,N,170,68,1,12.0,0.5,0.5,3.3,0.0,0.3,16.6
2,2017-01-27 01:21:40,2017-01-27 01:39:12,3,9.81,1,N,164,164,1,28.0,0.5,0.5,3.0,0.0,0.3,32.3
2,2017-01-07 15:37:01,2017-01-07 16:02:11,6,2.43,1,N,162,148,1,15.5,0.0,0.5,2.08,0.0,0.3,18.38
2,2017-01-28 20:15:11,2017-01-28 20:19:34,1,0.79,1,N,231,231,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
2,2017-01-04 22:48:55,2017-01-04 22:57:12,5,1.4,1,N,230,142,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2017-01-06 15:17:16,2017-01-06 15:34:56,4,3.0,1,N,148,255,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
1,2017-01-06 01:04:53,2017-01-06 01:07:19,1,0.4,1,N,48,50,1,4.0,0.5,0.5,1.7,0.0,0.3,7.0
2,2017-01-28 04:02:32,2017-01-28 04:19:43,1,3.88,1,N,246,141,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
1,2017-01-18 11:01:08,2017-01-18 11:14:57,1,0.8,1,N,264,230,1,9.5,0.0,0.5,5.0,0.0,0.3,15.3
2,2017-01-14 14:44:13,2017-01-14 14:54:22,1,1.11,1,N,186,48,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-23 15:01:11,2017-01-23 15:08:09,6,1.02,1,N,236,262,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2017-01-17 08:56:30,2017-01-17 09:10:23,1,1.93,1,N,142,161,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
1,2017-01-28 23:07:16,2017-01-28 23:17:52,2,0.9,1,N,113,107,1,8.0,0.5,0.5,1.7,0.0,0.3,11.0
2,2017-01-21 03:23:00,2017-01-21 03:30:01,6,1.53,1,N,144,87,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2017-01-05 19:08:18,2017-01-05 19:13:14,1,1.04,1,N,231,13,1,6.0,1.0,0.5,5.0,0.0,0.3,12.8
2,2017-01-14 14:55:32,2017-01-14 15:05:57,1,1.77,1,N,186,48,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2017-01-21 06:05:57,2017-01-21 06:21:46,1,4.7,1,N,140,234,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35
2,2017-01-24 08:30:54,2017-01-24 08:44:33,5,1.12,1,N,186,170,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,2017-01-11 12:44:16,2017-01-11 12:51:06,1,0.6,1,N,237,236,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2017-01-07 13:41:58,2017-01-07 13:47:19,5,1.5,1,N,87,13,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
1,2017-01-31 11:12:19,2017-01-31 11:17:05,1,0.7,1,N,236,236,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85
2,2017-01-05 09:10:50,2017-01-05 09:21:20,3,0.94,1,N,233,164,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-12 21:49:08,2017-01-12 21:57:23,5,0.95,1,N,107,224,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2017-01-11 20:37:59,2017-01-11 21:06:20,1,4.58,1,N,79,236,1,20.0,0.5,0.5,4.0,0.0,0.3,25.3
2,2017-01-24 22:41:06,2017-01-24 22:47:01,1,0.88,1,N,107,170,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
2,2017-01-17 17:37:20,2017-01-17 17:58:35,1,1.51,1,N,107,233,1,14.0,1.0,0.5,1.0,0.0,0.3,16.8
1,2017-01-22 19:43:11,2017-01-22 19:45:39,1,0.3,1,N,231,231,1,3.5,0.0,0.5,1.0,0.0,0.3,5.3
2,2017-01-20 16:44:06,2017-01-20 17:06:02,1,3.22,1,N,140,74,1,16.0,1.0,0.5,3.56,0.0,0.3,21.36
1,2017-01-13 16:24:51,2017-01-13 17:03:05,2,8.4,1,N,13,262,1,30.5,1.0,0.5,5.0,0.0,0.3,37.3
1,2017-01-19 19:46:33,2017-01-19 19:48:58,2,0.4,1,N,231,13,1,3.5,1.0,0.5,1.06,0.0,0.3,6.36
2,2017-01-29 10:47:20,2017-01-29 10:56:51,1,1.73,1,N,79,90,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
1,2017-01-06 14:09:41,2017-01-06 14:15:31,1,0.7,1,N,263,263,3,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-28 01:29:40,2017-01-28 01:41:31,1,3.8,1,N,112,7,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2017-01-31 14:40:18,2017-01-31 14:45:51,1,0.8,1,Y,164,234,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-12 15:42:26,2017-01-12 15:57:35,2,2.4,1,N,87,158,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
1,2017-01-15 01:33:35,2017-01-15 01:39:28,1,1.3,1,N,234,137,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-21 12:17:44,2017-01-21 12:23:49,2,1.42,1,N,48,68,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-28 05:05:19,2017-01-28 05:26:42,1,5.3,1,N,186,260,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95
2,2017-01-16 10:54:25,2017-01-16 11:04:54,1,1.19,1,N,148,231,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
