SqFtTotLiving,SqFtLot,Bathrooms,Bedrooms,BldgGrade,AdjSalePrice
4020,6869,3.5,4,9,737541.0
1780,3475,1.75,3,7,385451.0
1180,3200,2.0,2,6,409980.0
1320,4800,1.0,3,7,449441.0
1440,4000,1.0,2,7,413104.0
2480,5100,2.5,4,8,507969.0
1040,12000,1.0,3,6,349057.0
1490,56197,2.0,3,7,374675.0
2280,11985,2.75,3,8,1424879.0
3160,8281,2.5,4,9,1220076.0
2430,8264,2.5,3,8,702000.0
3130,8281,2.5,4,10,1207364.0
1152,6350,1.0,3,6,366029.0
1110,6350,1.0,2,6,353294.0
1840,6333,2.5,4,8,417497.0
1720,5715,2.5,3,8,388520.0
1990,6782,2.5,4,8,398689.0
1890,6150,2.75,4,8,340469.0
2340,7200,2.5,4,8,464287.0
1820,7425,2.0,3,8,629508.0
2070,4000,2.25,4,8,544400.0
600,3000,0.75,1,6,331228.0
600,3000,0.75,1,6,338850.0
1870,3660,2.5,3,7,315054.0
1870,3360,2.5,3,7,359775.0
2260,3969,2.5,3,7,385207.0
1870,3969,2.5,3,7,411734.0
3640,6576,2.5,4,7,460078.0
3300,8286,2.5,4,7,434331.0
2450,6941,2.5,4,7,392245.0
3300,5940,2.5,4,7,429755.0
1800,3980,2.5,3,7,325484.0
2580,3960,2.5,4,7,367324.0
2580,3960,2.5,4,7,370116.0
2670,3960,2.5,4,7,396580.0
2110,3960,2.5,4,7,358115.0
1870,3960,2.5,4,7,351546.0
1920,4380,2.5,3,7,346678.0
1920,4380,2.5,3,7,325656.0
2690,4312,2.5,4,7,380264.0
2950,4875,2.5,4,7,370393.0
3320,5034,2.5,4,7,440995.0
2290,5989,2.5,4,7,380999.0
2300,4950,2.5,4,7,367796.0
2440,4950,2.5,4,7,424545.0
2690,5000,2.5,4,7,375194.0
2440,5272,2.5,3,7,418139.0
2560,4218,2.5,4,7,385303.0
2440,5287,2.5,4,7,416824.0
2550,4060,2.5,4,7,384771.0
2200,4146,2.5,3,7,367639.0
2550,3995,2.5,4,7,394664.0
2090,5036,2.5,3,7,357824.0
2200,4122,2.5,3,7,372691.0
2200,4122,2.5,3,7,372514.0
2090,4431,2.5,3,7,377690.0
3180,8340,2.5,4,7,484132.0
2550,4159,2.5,4,7,401762.0
2200,4154,2.5,3,7,363291.0
2200,4154,2.5,3,7,315130.0
2550,4116,2.5,3,7,404175.0
1870,4446,2.5,3,7,386193.0
1870,4446,2.5,3,7,302047.0
2760,4524,3.5,5,7,421294.0
2550,4240,2.5,3,7,404161.0
2550,4240,2.5,3,7,366930.0
2550,4229,2.5,4,7,408623.0
2550,3886,2.5,4,7,408390.0
2450,6472,3.0,3,7,388990.0
2570,5475,2.5,3,7,410766.0
2610,6515,2.5,4,7,393730.0
2190,4108,2.5,4,7,388584.0
2550,4115,2.5,4,7,407537.0
2480,5053,2.5,4,7,424159.0
2760,4042,2.5,4,7,413601.0
2780,4042,2.5,4,7,437896.0
3600,5681,3.5,5,7,455423.0
2450,5302,2.5,3,7,403227.0
2550,4840,2.5,4,7,405825.0
2050,5566,2.5,4,7,350982.0
1880,5334,2.5,3,7,376771.0
1230,7850,1.0,3,7,274421.0
2820,8879,1.75,3,7,554183.0
1680,40012,1.75,2,6,301014.0
2730,6137,3.25,4,8,616670.0
2100,19250,2.0,4,6,339197.0
1200,240886,1.0,2,7,684912.0
1070,10018,1.75,3,6,270164.0
2680,27491,2.75,4,9,634370.0
2680,27491,2.75,4,9,641540.0
1210,21750,1.75,4,7,186804.0
1220,7250,1.0,2,6,267228.0
1260,30492,1.5,2,8,551267.0
2330,97138,2.0,2,9,785229.0
4724,19499,4.25,4,12,1105400.0
2343,10890,2.75,6,8,561817.0
4262,27279,4.75,4,12,2181749.0
2330,73616,2.5,3,7,423449.0
2480,91911,2.5,4,7,602713.0
2510,43995,2.25,3,8,582486.0
3500,43812,2.25,2,8,719462.0
4740,126759,3.75,4,10,951702.0
2630,317116,2.25,4,9,726409.0
1620,4896,1.5,3,7,459114.0
3580,16789,2.25,5,9,1360323.0
3010,23522,3.25,4,10,2137585.0
3610,22927,3.0,3,9,1345203.0
2910,20388,2.25,4,8,1150376.0
2080,9700,2.5,3,8,819329.0
4490,43996,3.25,5,11,3415697.0
5300,37548,3.75,5,11,3339669.0
2610,14350,2.75,4,9,1188026.0
4290,35719,3.25,5,11,1722160.0
4290,35719,3.25,5,11,2233560.0
3730,17000,3.75,4,10,1681981.0
2370,16789,2.5,4,9,1280886.0
7040,40980,7.75,8,10,3265005.0
4260,18000,3.0,4,11,2014257.0
2610,19950,2.25,2,8,839407.0
1480,7725,1.75,3,7,324097.0
1350,8080,1.75,3,7,365695.0
1470,7650,1.75,3,7,363957.0
1590,7500,1.75,5,7,342855.0
1040,9200,1.75,3,7,361612.0
1510,7500,1.75,4,7,366221.0
1510,7500,1.75,4,7,331371.0
2640,14959,2.25,5,7,938933.0
5450,20412,5.0,5,11,1266870.0
3230,14700,4.25,3,10,2018036.0
2800,13343,2.25,3,7,480663.0
2740,34200,2.0,4,9,976730.0
2130,20520,2.25,3,9,651683.0
2660,20999,2.0,4,8,702602.0
1760,12000,1.5,2,7,510342.0
2190,9012,2.25,4,8,522960.0
2440,12196,2.75,4,8,580144.0
3190,12196,2.5,6,8,687804.0
1400,5544,2.5,3,7,406113.0
1830,217800,1.5,3,7,548048.0
2300,217800,2.5,3,7,650673.0
1400,10403,1.0,3,6,267644.0
1400,10098,1.0,4,6,234338.0
1160,11223,1.0,3,6,282821.0
960,12745,1.0,3,6,260997.0
1200,9600,1.5,4,6,276890.0
1500,9545,1.0,3,7,294563.0
2170,9900,2.5,3,7,346332.0
1190,14190,1.75,3,7,316523.0
1540,12600,1.75,3,7,297892.0
1870,5634,2.5,3,7,346102.0
1870,5634,2.5,3,7,300618.0
2000,5437,2.5,3,7,331154.0
1300,9079,1.75,3,7,344421.0
1310,8267,1.75,3,7,333879.0
1690,9152,2.25,3,7,401569.0
1890,8040,1.75,3,7,512684.0
2670,15200,2.5,5,8,529820.0
3760,3899,3.5,4,9,310778.0
3760,3899,3.5,4,9,831096.0
1940,7124,2.5,4,8,581168.0
2990,10404,2.5,4,9,760952.0
1650,27007,2.0,3,8,551281.0
3720,34848,2.5,4,8,645108.0
3500,40980,3.25,3,9,900309.0
2220,14065,2.5,4,8,616416.0
3520,7639,3.25,5,11,1007959.0
5660,193593,4.25,4,10,1095205.0
1390,5880,1.0,4,7,567850.0
2090,2640,2.5,3,8,712164.0
1570,2720,1.75,3,7,411602.0
1390,3000,1.5,3,8,754089.0
1920,5362,1.75,3,7,571442.0
3990,7000,3.25,4,10,914684.0
3990,7000,3.25,4,10,920420.0
3960,7012,3.25,4,10,935212.0
2090,11721,1.75,4,7,390126.0
4210,18564,3.5,4,11,1740381.0
4750,16000,4.5,4,11,2193671.0
4240,8100,3.25,4,9,1414044.0
1840,9099,2.25,4,8,476584.0
2930,8641,2.5,4,8,781128.0
1350,7275,1.75,3,7,508139.0
2430,11897,2.5,4,8,668070.0
1980,7205,2.25,4,7,484273.0
1340,9450,1.75,3,7,326275.0
2330,12006,2.25,4,8,628082.0
2370,10083,2.5,4,8,613518.0
1260,7133,1.75,3,7,385903.0
1570,7200,2.0,3,7,355134.0
1200,10147,1.0,3,7,274631.0
1630,10001,1.75,3,7,288833.0
2020,10584,2.0,3,10,653606.0
2980,12764,2.5,4,10,723989.0
1310,8186,1.0,3,6,335867.0
1020,7200,1.0,3,7,345231.0
2720,10360,2.5,6,7,408971.0
1700,8680,1.0,3,7,311165.0
1700,8680,1.0,3,7,403642.0
1580,6889,1.75,3,7,329513.0
2110,7450,1.5,4,7,429819.0
1995,7102,2.25,4,8,319528.0
1820,8250,2.25,3,8,309789.0
2960,27260,2.5,4,8,482522.0
1220,8064,1.5,2,7,285705.0
1900,7200,2.5,3,7,347054.0
1000,7286,1.0,3,7,349293.0
2270,7286,3.0,4,7,354655.0
1720,13677,1.75,3,7,478892.0
2480,8112,2.5,4,7,464196.0
2230,9100,2.25,4,7,544508.0
1950,10033,2.5,4,7,495035.0
1930,7701,2.5,4,7,495108.0
1930,7674,2.5,4,7,438933.0
1440,7350,2.0,3,7,388815.0
2060,7310,2.25,3,7,386032.0
2280,8500,2.25,3,7,451153.0
2340,6000,1.75,3,7,547308.0
2000,7764,2.5,4,7,499464.0
2000,7764,2.5,4,7,533595.0
2100,9939,2.25,4,7,556066.0
2240,9450,2.25,4,7,505641.0
2360,7875,2.75,4,7,518332.0
2100,7350,2.75,4,7,550621.0
2550,7350,2.75,4,7,464206.0
1950,7280,2.5,5,7,516568.0
2170,6556,2.25,4,7,613534.0
1510,7146,2.5,3,7,449915.0
2470,609,2.5,2,11,989091.0
1160,5000,2.0,3,7,286260.0
900,5000,1.0,2,6,244987.0
1250,6500,1.75,3,7,309508.0
1200,6350,1.75,3,7,300138.0
1520,8063,1.75,3,7,363669.0
1250,5375,1.75,3,7,314993.0
1820,9694,2.25,3,7,457257.0
1460,10488,1.5,4,7,373233.0
2280,34425,2.5,3,8,382913.0
1400,7630,2.25,3,7,401957.0
1600,7600,2.25,4,8,541193.0
5936,15756,5.5,5,11,1323279.0
3150,7908,2.75,4,9,803780.0
3650,7784,2.5,4,9,902995.0
3850,9726,3.5,5,9,984121.0
3150,6465,2.75,4,9,820161.0
2830,5310,2.75,5,9,682687.0
2980,5377,2.5,5,9,745125.0
3220,5934,2.75,5,9,818174.0
3100,6564,2.5,4,9,771923.0
2990,5191,2.75,5,9,716425.0
3150,6701,2.75,4,9,825716.0
2630,6971,2.5,4,9,749087.0
3100,6840,2.5,4,9,826744.0
3220,8096,2.75,5,9,793170.0
3530,7189,2.5,4,9,897702.0
3150,5979,2.5,4,9,786664.0
3220,6683,2.75,5,9,789903.0
2690,6595,2.5,3,9,733300.0
3530,7056,2.5,4,9,872127.0
3150,6104,2.5,4,9,783262.0
2780,5306,2.5,4,9,702569.0
2860,5280,2.75,5,9,732537.0
3150,6710,2.5,4,9,853924.0
2880,5508,3.0,4,9,777633.0
2970,5121,2.5,4,9,751727.0
3150,5962,2.5,4,9,898189.0
1900,8240,2.0,6,7,331674.0
1640,7250,2.0,3,6,449366.0
1870,5455,2.0,3,7,512377.0
1870,5455,2.0,3,7,564309.0
3190,11375,2.5,4,8,499708.0
3190,11375,2.5,4,8,472820.0
3190,11375,2.5,4,8,690875.0
1270,8974,1.75,3,7,460497.0
3230,7256,2.75,4,9,853119.0
1180,8400,1.0,3,7,398689.0
1490,7592,2.0,3,6,286878.0
1250,7592,1.0,3,7,302689.0
1750,11600,1.0,3,7,344054.0
2090,9600,1.5,3,7,354615.0
1460,17275,1.5,3,7,416414.0
1710,9976,1.5,5,7,430489.0
2220,9450,2.25,5,7,424771.0
2040,9370,1.75,4,7,393642.0
1510,9600,2.25,3,7,205342.0
1910,12070,2.0,3,9,357547.0
2110,8638,2.5,3,7,348635.0
1930,9750,2.25,4,7,329090.0
1720,7800,2.25,3,7,333475.0
2130,8882,2.5,3,8,427320.0
2150,9839,2.5,4,7,356720.0
1710,2058,2.5,2,8,406248.0
3370,17458,3.25,5,10,1270840.0
1740,8700,1.75,4,7,193987.0
3390,14570,3.5,4,10,1439992.0
2360,12096,1.75,3,8,906457.0
3300,15907,3.25,4,10,1326094.0
2110,11250,1.75,3,8,755119.0
2580,8100,2.75,4,8,741300.0
2560,6829,3.75,3,10,910188.0
2760,8476,2.75,3,8,975046.0
1430,9457,1.0,3,7,304762.0
830,7609,1.0,2,6,143053.0
2500,7804,2.0,5,7,83055.0
1170,7667,1.0,3,6,190906.0
2930,7683,2.5,4,8,153204.0
2466,2876,2.5,3,8,324688.0
2110,28575,2.0,3,7,722305.0
1670,5209,1.75,3,7,325067.0
2720,13091,3.5,4,9,737842.0
3730,7290,3.5,5,9,871344.0
3740,8799,3.5,5,9,917597.0
1250,7029,1.75,2,7,512903.0
1250,7029,1.75,2,7,517020.0
1720,9587,1.75,2,7,442743.0
1530,2913,2.5,3,7,418796.0
1530,2913,2.5,3,7,412718.0
1370,4102,1.5,2,7,401863.0
810,3211,1.5,1,7,266282.0
1460,4961,2.5,3,8,480497.0
1600,8910,2.5,3,8,477816.0
1690,4365,2.5,3,8,582486.0
2430,7969,2.25,3,8,617987.0
1550,5511,2.25,3,8,485056.0
1800,9919,2.0,4,8,666055.0
1800,9919,2.0,4,8,752434.0
2040,5770,2.5,4,7,314108.0
3260,9439,2.75,5,8,473470.0
1890,7210,1.75,3,8,332698.0
1880,9163,2.25,4,8,373074.0
2130,10375,2.5,4,8,433713.0
1920,8508,2.5,3,8,457725.0
2200,7350,2.5,3,8,459540.0
3010,8000,2.5,4,9,529433.0
3050,10460,2.25,3,10,818564.0
2340,9550,2.0,3,8,581208.0
3810,12997,2.25,4,8,841605.0
2750,8536,2.25,4,8,722752.0
3080,9639,2.5,3,10,624241.0
2760,10004,2.5,3,9,749213.0
2290,9158,2.5,3,8,713728.0
4100,12014,2.75,3,10,826591.0
4060,18674,3.25,5,9,899830.0
3120,12406,2.5,3,9,688529.0
3890,12366,3.25,4,9,979914.0
3550,16122,3.5,4,9,893832.0
1680,8765,2.25,3,8,358213.0
1520,7350,1.75,3,7,402500.0
1730,5775,1.75,4,7,454679.0
1990,7344,2.5,4,8,545752.0
1980,6660,2.5,4,7,461674.0
1570,6512,2.5,4,7,336842.0
1570,6512,2.5,4,7,468077.0
2130,5175,2.0,3,7,471579.0
1370,6300,1.75,3,7,324171.0
1780,8563,2.5,4,7,460150.0
3000,7125,2.75,4,8,923415.0
1530,7680,1.75,3,7,532125.0
2270,10740,2.0,5,7,661820.0
1310,8136,1.0,2,6,322652.0
1460,8071,1.75,3,6,661520.0
2050,6900,2.25,4,7,492260.0
2050,6900,2.25,4,7,575563.0
1940,12150,2.5,3,7,377291.0
2140,9920,2.75,4,8,455208.0
1720,11360,2.0,3,8,383491.0
2190,14937,2.75,4,8,425938.0
2170,9970,2.25,4,8,425544.0
1730,9928,1.75,3,7,368120.0
1790,10584,2.5,4,7,307023.0
1890,9600,2.25,3,8,502308.0
2970,9800,2.5,5,8,545129.0
2570,7776,2.75,5,8,379516.0
1770,7776,1.75,4,8,295282.0
1720,7704,2.25,4,7,297316.0
1880,20016,1.75,3,8,353493.0
2080,26574,2.25,3,7,294206.0
2900,9525,2.5,5,9,791460.0
2480,9390,2.5,3,10,846096.0
3380,10348,2.5,4,10,910080.0
2200,9168,2.0,3,9,707541.0
3690,22859,3.25,3,10,980984.0
3500,10155,3.5,5,10,946969.0
2430,10968,2.5,3,9,756411.0
2750,10159,2.5,4,10,746329.0
1400,1722,1.5,3,7,227061.0
2670,17100,2.25,3,9,728229.0
2030,16200,2.25,3,8,568410.0
2710,15260,2.5,3,9,676324.0
3060,17653,2.75,3,9,857453.0
2150,7392,2.5,4,8,393266.0
2890,7350,2.5,6,8,455628.0
1760,7000,2.25,3,8,291186.0
1840,9100,2.25,4,8,418089.0
1690,7210,1.75,4,7,453862.0
2960,7590,2.5,3,8,811782.0
2160,6331,2.5,3,9,701921.0
1580,10512,1.0,3,7,404685.0
1010,15750,1.0,3,7,239292.0
1090,12075,1.0,3,7,252856.0
1090,8250,1.0,3,7,254916.0
2060,8165,3.0,5,8,295016.0
1330,8165,1.0,3,7,267491.0
1330,8165,1.0,3,7,239944.0
1720,9600,2.5,4,7,287803.0
1090,8550,1.5,3,7,239711.0
2930,12840,2.0,4,8,333993.0
1750,8480,1.75,3,7,373185.0
880,7820,1.0,3,6,238772.0
2420,11114,2.25,3,9,760459.0
3370,11757,2.25,3,9,936361.0
2260,13693,2.25,4,8,779553.0
2030,11770,2.25,3,8,626187.0
1700,9145,2.5,3,8,584885.0
1790,9580,2.25,3,8,534176.0
2240,8852,2.0,4,8,624663.0
2800,10203,2.5,4,8,582313.0
2870,10454,2.75,3,8,636825.0
2420,12123,2.0,4,9,869649.0
2780,12433,2.75,5,9,827884.0
2790,9405,2.25,4,9,828645.0
2910,10189,2.25,4,9,852603.0
2370,11068,2.5,4,8,519849.0
2370,11068,2.5,4,8,570638.0
1800,6150,1.75,3,7,545138.0
2370,9469,2.5,3,9,903374.0
2310,9624,2.5,3,8,546607.0
2560,14666,2.5,4,8,554973.0
2370,9614,2.5,3,8,501605.0
3790,15262,3.25,4,8,608295.0
2320,12028,2.5,4,8,536858.0
1950,9834,2.5,4,8,392799.0
2140,10343,2.5,4,8,490347.0
2060,11714,2.75,3,8,488480.0
1840,11403,2.25,3,8,419990.0
1970,9815,2.5,3,8,454532.0
2070,10454,2.75,4,8,503476.0
2000,10258,2.75,4,8,528729.0
2000,10258,2.75,4,8,544151.0
2400,10313,2.5,4,8,548802.0
2400,10313,2.5,4,8,514260.0
2180,9861,2.5,4,8,540241.0
2400,10823,2.5,4,8,564595.0
2040,9622,2.5,3,8,503628.0
2620,8131,2.5,4,9,581554.0
2810,14207,2.5,5,9,713328.0
1580,5761,2.25,3,7,383459.0
1750,5952,1.0,3,7,368047.0
1070,1204,2.0,3,7,295298.0
1040,765,1.5,2,7,279700.0
1450,7200,1.75,5,6,347669.0
2050,8172,2.5,3,8,423684.0
2050,8172,2.5,3,8,432028.0
1600,7501,2.5,3,7,263631.0
1200,7094,1.75,3,7,192000.0
1640,7500,2.5,3,7,362944.0
2490,34947,2.5,4,9,539868.0
2250,33327,2.5,4,9,658422.0
3000,32204,3.5,4,10,782187.0
4010,36932,2.5,4,10,759547.0
1200,9720,1.5,3,7,329236.0
3130,11354,3.0,5,7,454679.0
1030,10875,1.0,3,7,287595.0
1030,10875,1.0,3,7,295945.0
1780,8393,2.25,4,7,300138.0
3220,4031,2.5,4,9,733199.0
3290,4785,2.5,4,9,781640.0
3220,4479,2.5,4,9,766973.0
3230,4290,2.5,4,9,760447.0
3230,4290,2.5,4,9,825214.0
3190,4469,2.5,5,9,787598.0
2280,6309,2.5,3,8,432488.0
2280,6348,2.5,4,8,434226.0
2700,6242,3.0,4,8,485081.0
2090,8354,2.75,3,8,410770.0
2200,6018,2.5,4,8,458275.0
2760,6009,2.5,4,8,484610.0
2180,6005,2.5,3,8,374935.0
3130,6948,2.5,4,8,508686.0
1530,4580,2.25,3,7,347774.0
2110,4000,2.5,3,7,385665.0
1720,4000,2.5,4,7,341380.0
1850,4105,2.5,3,7,362782.0
1980,4038,2.5,3,8,434355.0
2260,5100,2.5,3,8,515878.0
2070,5100,2.5,3,8,381630.0
890,6240,1.5,2,6,254249.0
3357,80210,3.0,4,7,495035.0
2428,29108,3.75,4,8,386271.0
2120,6063,2.5,4,7,400241.0
2010,6545,2.5,3,7,413961.0
1150,8924,1.0,3,6,251351.0
1150,8924,1.0,3,6,125720.0
2920,5250,4.0,7,7,575747.0
2350,35575,2.25,4,8,717778.0
3430,10157,2.5,4,10,732100.0
1690,9087,2.0,3,8,371023.0
2000,8057,2.5,3,8,456018.0
2530,17433,2.5,4,8,457648.0
1850,10333,2.5,4,8,369404.0
1570,7669,2.0,3,7,323015.0
2350,8182,2.5,4,8,430148.0
704,22676,0.75,1,6,392799.0
3920,18588,3.0,4,10,2501496.0
2460,138085,2.5,3,9,587116.0
1210,130244,1.0,2,7,371309.0
2880,80150,2.5,4,10,745205.0
2250,50155,2.5,4,8,558383.0
1410,10506,1.75,3,7,317069.0
1720,5899,1.75,3,8,604968.0
1190,4850,2.0,3,7,464505.0
2130,6192,2.0,5,7,337318.0
2130,6192,2.0,5,7,347669.0
680,6300,1.0,1,6,329281.0
980,3080,1.0,2,6,307782.0
1320,4160,1.0,2,6,388937.0
1250,4576,1.0,2,6,524171.0
1580,11750,1.75,3,7,472131.0
1890,6183,1.5,3,7,428020.0
2120,9300,1.0,2,8,541462.0
2110,5445,1.75,3,7,558394.0
1560,11997,2.25,3,7,403991.0
2640,42708,2.5,4,8,743411.0
1790,47250,2.75,4,7,500801.0
3050,27750,2.5,4,9,848382.0
2510,26276,2.0,2,7,645697.0
5250,215039,5.0,4,11,1549674.0
1170,427746,1.0,3,7,643584.0
2450,54619,2.5,4,9,699955.0
3105,47916,3.5,4,9,671990.0
2130,36396,1.75,3,7,510241.0
7220,223462,5.75,4,12,2423477.0
840,7870,1.0,2,6,236604.0
2380,9742,2.0,3,7,464902.0
2210,7503,2.0,4,7,424484.0
2260,6719,2.5,4,9,462596.0
1720,10287,2.25,3,8,408267.0
1800,6554,2.5,4,8,320904.0
1350,8575,1.0,3,7,282456.0
1900,9075,2.5,4,7,435410.0
1900,9075,2.5,4,7,403617.0
1530,8182,1.5,4,7,359869.0
1130,9730,1.5,3,6,351221.0
1530,10300,1.75,3,7,413244.0
1400,9750,1.5,3,7,344075.0
1480,7284,1.0,3,7,376657.0
2610,10300,2.0,4,7,310782.0
1420,10300,1.75,4,7,274375.0
770,6292,1.0,2,5,169380.0
1220,7425,1.0,3,7,438933.0
1370,8755,2.0,4,7,402819.0
1620,4500,2.25,3,8,790979.0
730,3600,1.0,2,7,482216.0
1230,3600,1.75,2,7,653016.0
1980,3600,2.0,4,7,602357.0
2930,3200,3.75,4,9,1024796.0
2190,4080,2.25,4,8,784522.0
2390,4800,2.0,4,7,576950.0
2390,4800,2.0,4,7,346211.0
3240,3600,3.0,3,10,442923.0
1410,3600,1.5,3,7,537922.0
1530,3510,1.5,3,8,935185.0
1360,3150,1.0,3,7,602651.0
3580,4725,3.5,4,9,1575787.0
3580,4725,3.5,4,9,1648894.0
2650,3600,3.5,4,9,503800.0
2650,3600,3.5,4,9,1212954.0
2110,3600,2.25,4,8,859662.0
2600,2750,2.75,4,8,759519.0
820,4860,1.0,2,6,285412.0
1130,6000,1.0,3,7,215000.0
1900,4400,2.5,2,6,297548.0
1010,5500,1.75,2,6,327456.0
1050,5500,1.0,2,6,335238.0
1880,21896,1.75,3,7,245414.0
2140,4116,2.25,4,7,472652.0
2390,4200,2.5,4,9,751727.0
1760,8681,1.75,3,8,430146.0
2100,4237,2.5,4,8,391638.0
2100,4237,2.5,4,8,279133.0
2460,9189,3.0,4,8,445627.0
2460,9189,3.0,4,8,462871.0
2100,4333,2.5,4,8,380175.0
2180,5077,2.5,4,8,398126.0
1890,4989,2.5,3,8,380175.0
1890,4989,2.5,3,8,347304.0
1770,7968,2.5,4,8,384107.0
1240,6727,1.0,2,7,358502.0
2440,8846,2.5,4,8,701587.0
2100,9127,1.75,4,8,551267.0
2100,9127,1.75,4,8,617964.0
1790,8372,1.75,4,8,684879.0
1030,6969,1.5,3,6,388520.0
1980,6141,3.0,4,7,222706.0
2780,7491,2.75,4,8,744131.0
1190,4494,1.0,3,7,393042.0
1190,4494,1.0,3,7,438688.0
1770,7942,1.75,3,7,487663.0
1470,5225,1.75,2,7,416220.0
2760,4488,2.75,3,9,418462.0
940,4264,1.0,2,7,427865.0
1160,5038,1.0,2,7,465008.0
1500,4899,1.0,3,7,478310.0
1500,6388,1.0,4,7,454573.0
980,5416,1.0,3,7,392393.0
2700,8398,2.25,5,7,423778.0
1380,7334,1.0,3,7,165000.0
1410,10903,1.75,3,7,353684.0
1230,4080,1.0,2,8,544102.0
1370,4000,1.75,3,7,453463.0
1880,3000,2.25,3,8,638116.0
1550,4708,1.75,3,7,466039.0
1050,5671,1.0,2,7,435094.0
1720,6099,2.0,4,7,551237.0
880,5883,1.0,2,7,428614.0
770,3600,1.0,2,6,480353.0
2580,8191,1.75,4,8,703984.0
2100,7349,2.5,4,8,543314.0
1280,1278,1.5,3,7,366948.0
1480,1686,1.5,3,7,393158.0
1570,1132,1.5,3,7,388425.0
1480,1349,1.5,2,7,397876.0
1550,1187,2.0,3,8,551475.0
1900,1562,3.5,3,8,664662.0
1780,1514,2.0,3,9,626439.0
1890,1599,2.0,3,9,525501.0
900,5900,1.75,3,7,443187.0
3090,5900,2.5,4,10,260025.0
2180,5900,2.0,3,8,676526.0
1800,6314,2.25,3,7,590908.0
1120,98445,1.75,3,7,348070.0
1120,98445,1.75,3,7,334851.0
2890,31798,4.25,4,7,299679.0
2890,31798,4.25,4,7,482570.0
2890,31798,4.25,4,7,355876.0
2890,31798,4.25,4,7,378896.0
2170,27442,2.5,4,7,301385.0
2170,27442,2.5,4,7,319329.0
1000,8276,1.0,3,7,211649.0
1000,8276,1.0,3,7,264413.0
1000,8276,1.0,3,7,208905.0
2280,65340,2.5,3,8,512366.0
3770,5618,2.75,5,8,1096674.0
1340,47044,1.75,3,7,361924.0
1100,7840,1.0,3,7,256556.0
2250,12000,2.5,4,8,258653.0
1360,24541,1.0,2,7,271247.0
2720,31314,2.75,3,8,811503.0
2720,31314,2.75,3,8,508675.0
2260,13587,3.0,3,7,741036.0
2580,8138,2.5,3,8,375388.0
2370,19602,1.5,2,8,334836.0
2200,9535,2.5,4,7,343974.0
1730,36376,1.75,3,7,405757.0
2600,220300,2.25,3,8,707902.0
2510,133729,2.25,4,8,798179.0
2580,112384,2.5,4,9,622029.0
1540,17424,2.25,3,7,361217.0
3160,12680,2.5,5,8,1014392.0
820,4000,1.0,2,6,164537.0
2920,7432,2.0,6,7,397438.0
2920,7432,2.0,6,7,443555.0
2150,5332,3.0,5,7,407874.0
1230,6534,1.0,2,6,390687.0
1030,7405,1.0,2,7,280908.0
2180,12196,3.0,4,7,487658.0
2970,234788,3.25,3,9,776426.0
4550,782176,3.25,3,11,1381490.0
1360,49568,1.0,3,7,254338.0
1490,12452,1.75,3,7,257311.0
800,8550,1.0,2,7,232479.0
3320,52707,2.5,4,10,866145.0
2950,81675,2.5,3,9,773878.0
2990,9643,2.5,4,9,779240.0
2990,9374,3.25,4,9,846672.0
1200,112514,1.0,3,7,480720.0
1950,7698,2.0,4,7,536682.0
2180,10690,2.5,3,8,553299.0
1320,5640,1.75,3,7,499410.0
2850,217800,2.5,4,9,621791.0
2430,196455,2.75,4,8,548256.0
1680,6440,2.0,3,7,455802.0
1880,4050,2.5,4,7,400625.0
2080,3645,2.25,4,7,381664.0
4200,9200,2.25,7,9,947468.0
1620,1361,2.0,3,7,311171.0
1620,1362,2.0,3,7,314095.0
1620,1362,2.0,3,7,262022.0
1360,4000,1.0,3,7,200845.0
2240,4000,1.0,3,7,452933.0
1600,6000,2.0,3,8,421427.0
2860,3345,2.5,4,8,496237.0
2970,3995,3.5,5,8,561114.0
2050,4876,2.5,3,8,515979.0
2820,3600,2.5,5,9,617371.0
2450,4160,2.5,3,9,580908.0
2450,3582,2.5,3,9,577559.0
2740,5449,2.5,4,9,611610.0
2530,4642,2.5,4,9,596701.0
1470,5200,2.75,5,6,374861.0
2280,5275,4.0,6,7,515461.0
1570,5275,1.5,3,7,406919.0
950,8250,1.0,2,7,319368.0
860,7020,1.0,2,7,372072.0
2040,7200,1.75,3,7,619891.0
1940,9000,2.5,3,7,426642.0
1720,4800,2.0,4,8,634667.0
3810,4800,3.25,4,9,1426275.0
1700,4800,1.5,3,7,586640.0
1920,4800,2.0,4,7,694942.0
1360,8272,1.5,3,7,429294.0
1360,8272,1.5,3,7,474588.0
2330,11115,2.0,4,7,474165.0
2060,3380,3.5,4,7,449344.0
1750,7245,2.25,3,8,611500.0
2020,8785,2.75,4,8,353684.0
2000,15975,1.75,4,7,388842.0
3480,11884,2.75,5,8,341066.0
1010,1968,1.5,2,5,398798.0
1110,3282,1.0,2,6,388842.0
2320,2846,2.0,5,7,586477.0
2320,2846,2.0,5,7,663085.0
2190,2416,2.25,3,8,412821.0
980,1151,1.5,2,8,353070.0
2100,5000,2.75,5,7,598632.0
1420,2251,2.0,3,7,417090.0
1110,876,2.5,2,8,377653.0
3050,5000,3.0,4,8,790516.0
1250,1768,2.5,2,8,456551.0
1880,3367,2.25,3,7,467246.0
1660,1959,2.5,3,8,585993.0
1890,5000,2.0,2,7,511065.0
1290,5000,2.0,2,7,439341.0
1980,2375,2.25,3,8,550746.0
